A,B,C,D,E
2.813719E-01, 5.144737E+04,-1.283916E-01, 6.692404E-05, 3.130000E+00
2.780466E-01, 5.161404E+04,-1.283941E-01, 7.820430E-05, 3.140000E+00
2.749332E-01, 5.178070E+04,-1.283966E-01, 9.012750E-05, 3.150000E+00
2.715061E-01, 5.194737E+04,-1.283992E-01, 9.555463E-05, 3.160000E+00
2.668468E-01, 5.211403E+04,-1.284019E-01, 8.272519E-05, 3.170000E+00
2.596002E-01, 5.228070E+04,-1.284046E-01, 3.506438E-05, 3.180000E+00
2.479496E-01, 5.244737E+04,-1.284073E-01,-6.868515E-05, 3.190000E+00
2.309486E-01, 5.261403E+04,-1.284099E-01,-2.397278E-04, 3.200000E+00
2.088175E-01, 5.278070E+04,-1.284099E-01,-1.945103E-04, 3.210000E+00
1.729157E-01, 5.294737E+04,-1.284109E-01,-6.161199E-04, 3.220000E+00
1.244818E-01, 5.311403E+04,-1.284083E-01,-7.656817E-04, 3.230000E+00
5.689222E-02, 5.328070E+04,-1.284027E-01,-1.060569E-03, 3.240000E+00
-3.479134E-02, 5.344737E+04,-1.283942E-01,-1.584883E-03, 3.250000E+00
-1.555593E-01, 5.361403E+04,-1.283825E-01,-2.396299E-03, 3.260000E+00
-3.106464E-01, 5.378070E+04,-1.283677E-01,-3.547952E-03, 3.270000E+00
-5.055035E-01, 5.394737E+04,-1.283495E-01,-5.089629E-03, 3.280000E+00
-7.457558E-01, 5.411403E+04,-1.283284E-01,-7.065970E-03, 3.290000E+00
-1.039121E+00, 5.428070E+04,-1.283106E-01,-1.044752E-02, 3.300000E+00
-1.385443E+00, 5.444736E+04,-1.282950E-01,-1.426290E-02, 3.310000E+00
-1.790075E+00, 5.461403E+04,-1.282812E-01,-1.852033E-02, 3.320000E+00
-2.258948E+00, 5.478069E+04,-1.282694E-01,-2.322044E-02, 3.330000E+00
-2.798299E+00, 5.494736E+04,-1.282602E-01,-2.835804E-02, 3.340000E+00
-3.414499E+00, 5.511402E+04,-1.282542E-01,-3.392285E-02, 3.350000E+00
-4.113967E+00, 5.528068E+04,-1.282518E-01,-3.989909E-02, 3.360000E+00
-4.903128E+00, 5.544734E+04,-1.282536E-01,-4.626523E-02, 3.370000E+00
-5.788380E+00, 5.561400E+04,-1.282596E-01,-5.299407E-02, 3.380000E+00
-6.776079E+00, 5.578066E+04,-1.282700E-01,-6.005299E-02, 3.390000E+00
-7.872532E+00, 5.594732E+04,-1.282847E-01,-6.740451E-02, 3.400000E+00
-9.083993E+00, 5.611397E+04,-1.283037E-01,-7.500684E-02, 3.410000E+00
-1.041666E+01, 5.628063E+04,-1.283269E-01,-8.281463E-02, 3.420000E+00
-1.187670E+01, 5.644728E+04,-1.283543E-01,-9.077985E-02, 3.430000E+00
-1.347020E+01, 5.661393E+04,-1.283857E-01,-9.885273E-02, 3.440000E+00
-1.520327E+01, 5.678058E+04,-1.284210E-01,-1.069827E-01, 3.450000E+00
-1.708197E+01, 5.694723E+04,-1.284599E-01,-1.151195E-01, 3.460000E+00
-1.911237E+01, 5.711387E+04,-1.285024E-01,-1.232140E-01, 3.470000E+00
-2.130055E+01, 5.728051E+04,-1.285481E-01,-1.312194E-01, 3.480000E+00
-2.365263E+01, 5.744715E+04,-1.285967E-01,-1.390919E-01, 3.490000E+00
-2.617478E+01, 5.761378E+04,-1.286480E-01,-1.467915E-01, 3.500000E+00
-2.887323E+01, 5.778041E+04,-1.287016E-01,-1.542831E-01, 3.510000E+00
-3.175428E+01, 5.794703E+04,-1.287572E-01,-1.615366E-01, 3.520000E+00
-3.482437E+01, 5.811365E+04,-1.288144E-01,-1.685280E-01, 3.530000E+00
-3.809000E+01, 5.828027E+04,-1.288730E-01,-1.752393E-01, 3.540000E+00
-4.155783E+01, 5.844688E+04,-1.289326E-01,-1.816591E-01, 3.550000E+00
-4.523466E+01, 5.861349E+04,-1.289927E-01,-1.877828E-01, 3.560000E+00
-4.912740E+01, 5.878009E+04,-1.290531E-01,-1.936122E-01, 3.570000E+00
-5.324316E+01, 5.894668E+04,-1.291134E-01,-1.991561E-01, 3.580000E+00
-5.758918E+01, 5.911327E+04,-1.291733E-01,-2.044294E-01, 3.590000E+00
-6.217288E+01, 5.927985E+04,-1.292324E-01,-2.094532E-01, 3.600000E+00
-6.700184E+01, 5.944642E+04,-1.292905E-01,-2.142539E-01, 3.610000E+00
-7.208381E+01, 5.961298E+04,-1.293472E-01,-2.188633E-01, 3.620000E+00
-7.742673E+01, 5.977953E+04,-1.294022E-01,-2.233171E-01, 3.630000E+00
-8.303868E+01, 5.994607E+04,-1.294553E-01,-2.276552E-01, 3.640000E+00
-8.892792E+01, 6.011260E+04,-1.295062E-01,-2.319198E-01, 3.650000E+00
-9.510286E+01, 6.027912E+04,-1.295547E-01,-2.361555E-01, 3.660000E+00
-1.015721E+02, 6.044563E+04,-1.296006E-01,-2.404082E-01, 3.670000E+00
-1.083443E+02, 6.061213E+04,-1.296437E-01,-2.447242E-01, 3.680000E+00
-1.154284E+02, 6.077861E+04,-1.296838E-01,-2.491494E-01, 3.690000E+00
-1.228334E+02, 6.094507E+04,-1.297208E-01,-2.537287E-01, 3.700000E+00
-1.305685E+02, 6.111152E+04,-1.297546E-01,-2.585052E-01, 3.710000E+00
-1.386462E+02, 6.127795E+04,-1.297852E-01,-2.635845E-01, 3.720000E+00
-1.470820E+02, 6.144435E+04,-1.298117E-01,-2.690631E-01, 3.730000E+00
-1.558909E+02, 6.161074E+04,-1.298335E-01,-2.750403E-01, 3.740000E+00
-1.650876E+02, 6.177710E+04,-1.298501E-01,-2.816026E-01, 3.750000E+00
-1.746861E+02, 6.194344E+04,-1.298616E-01,-2.888151E-01, 3.760000E+00
-1.846993E+02, 6.210975E+04,-1.298681E-01,-2.967182E-01, 3.770000E+00
-1.951393E+02, 6.227602E+04,-1.298700E-01,-3.053253E-01, 3.780000E+00
-2.060168E+02, 6.244227E+04,-1.298681E-01,-3.146224E-01, 3.790000E+00
-2.173413E+02, 6.260848E+04,-1.298630E-01,-3.245674E-01, 3.800000E+00
-2.291209E+02, 6.277466E+04,-1.298558E-01,-3.350923E-01, 3.810000E+00
-2.413626E+02, 6.294080E+04,-1.298478E-01,-3.461039E-01, 3.820000E+00
-2.540722E+02, 6.310690E+04,-1.298403E-01,-3.574868E-01, 3.830000E+00
-2.672540E+02, 6.327297E+04,-1.298347E-01,-3.691063E-01, 3.840000E+00
-2.809113E+02, 6.343899E+04,-1.298323E-01,-3.808111E-01, 3.850000E+00
-2.950463E+02, 6.360498E+04,-1.298344E-01,-3.924364E-01, 3.860000E+00
-3.096598E+02, 6.377092E+04,-1.298420E-01,-4.038074E-01, 3.870000E+00
-3.247515E+02, 6.393682E+04,-1.298560E-01,-4.147420E-01, 3.880000E+00
-3.403200E+02, 6.410268E+04,-1.298769E-01,-4.250544E-01, 3.890000E+00
-3.563628E+02, 6.426849E+04,-1.299047E-01,-4.345581E-01, 3.900000E+00
-3.728759E+02, 6.443427E+04,-1.299393E-01,-4.430689E-01, 3.910000E+00
-3.898546E+02, 6.460000E+04,-1.299801E-01,-4.504088E-01, 3.920000E+00
-4.072928E+02, 6.476568E+04,-1.300262E-01,-4.564084E-01, 3.930000E+00
-4.251834E+02, 6.493132E+04,-1.300770E-01,-4.609110E-01, 3.940000E+00
-4.435183E+02, 6.509692E+04,-1.301321E-01,-4.637749E-01, 3.950000E+00
-4.622885E+02, 6.526248E+04,-1.301919E-01,-4.648771E-01, 3.960000E+00
-4.814844E+02, 6.542799E+04,-1.302579E-01,-4.641149E-01, 3.970000E+00
-5.010955E+02, 6.559346E+04,-1.303325E-01,-4.614096E-01, 3.980000E+00
-5.211109E+02, 6.575888E+04,-1.304182E-01,-4.567105E-01, 3.990000E+00
-5.415195E+02, 6.592427E+04,-1.305175E-01,-4.499985E-01, 4.000000E+00
-5.623100E+02, 6.608961E+04,-1.306319E-01,-4.412883E-01, 4.010000E+00
-5.834712E+02, 6.625490E+04,-1.307620E-01,-4.306280E-01, 4.020000E+00
-6.049922E+02, 6.642016E+04,-1.309069E-01,-4.180960E-01, 4.030000E+00
-6.268625E+02, 6.658538E+04,-1.310647E-01,-4.038012E-01, 4.040000E+00
-6.490723E+02, 6.675055E+04,-1.312323E-01,-3.878843E-01, 4.050000E+00
-6.716125E+02, 6.691568E+04,-1.314069E-01,-3.705195E-01, 4.060000E+00
-6.944748E+02, 6.708077E+04,-1.315859E-01,-3.519120E-01, 4.070000E+00
-7.176520E+02, 6.724582E+04,-1.317662E-01,-3.322928E-01, 4.080000E+00
-7.411374E+02, 6.741082E+04,-1.319448E-01,-3.119123E-01, 4.090000E+00
-7.649254E+02, 6.757578E+04,-1.321189E-01,-2.910357E-01, 4.100000E+00
-7.890111E+02, 6.774070E+04,-1.322859E-01,-2.699375E-01, 4.110000E+00
-8.133902E+02, 6.790558E+04,-1.324435E-01,-2.488960E-01, 4.120000E+00
-8.380590E+02, 6.807042E+04,-1.325902E-01,-2.281877E-01, 4.130000E+00
-8.630140E+02, 6.823521E+04,-1.327250E-01,-2.080815E-01, 4.140000E+00
-8.882522E+02, 6.839996E+04,-1.328469E-01,-1.888332E-01, 4.150000E+00
-9.137708E+02, 6.856467E+04,-1.329559E-01,-1.706800E-01, 4.160000E+00
-9.395667E+02, 6.872933E+04,-1.330520E-01,-1.538352E-01, 4.170000E+00
-9.656369E+02, 6.889395E+04,-1.331358E-01,-1.384836E-01, 4.180000E+00
-9.919781E+02, 6.905853E+04,-1.332079E-01,-1.247764E-01, 4.190000E+00
-1.018586E+03, 6.922307E+04,-1.332692E-01,-1.128296E-01, 4.200000E+00
-1.045457E+03, 6.938756E+04,-1.333207E-01,-1.027226E-01, 4.210000E+00
-1.072585E+03, 6.955202E+04,-1.333629E-01,-9.449661E-02, 4.220000E+00
-1.099964E+03, 6.971643E+04,-1.333963E-01,-8.815057E-02, 4.230000E+00
-1.127588E+03, 6.988080E+04,-1.334214E-01,-8.363963E-02, 4.240000E+00
-1.155449E+03, 7.004513E+04,-1.334383E-01,-8.087604E-02, 4.250000E+00
-1.183538E+03, 7.020942E+04,-1.334472E-01,-7.973186E-02, 4.260000E+00
-1.211846E+03, 7.037368E+04,-1.334476E-01,-8.004419E-02, 4.270000E+00
-1.240361E+03, 7.053790E+04,-1.334388E-01,-8.162028E-02, 4.280000E+00
-1.269073E+03, 7.070209E+04,-1.334194E-01,-8.424208E-02, 4.290000E+00
-1.297968E+03, 7.086624E+04,-1.333877E-01,-8.767004E-02, 4.300000E+00
-1.327033E+03, 7.103037E+04,-1.333425E-01,-9.164765E-02, 4.310000E+00
-1.356254E+03, 7.119447E+04,-1.332823E-01,-9.590593E-02, 4.320000E+00
-1.385615E+03, 7.135854E+04,-1.332060E-01,-1.001685E-01, 4.330000E+00
-1.415101E+03, 7.152259E+04,-1.331123E-01,-1.041570E-01, 4.340000E+00
-1.444694E+03, 7.168662E+04,-1.329998E-01,-1.075969E-01, 4.350000E+00
-1.474379E+03, 7.185063E+04,-1.328674E-01,-1.102230E-01, 4.360000E+00
-1.504136E+03, 7.201463E+04,-1.327138E-01,-1.117839E-01, 4.370000E+00
-1.533947E+03, 7.217861E+04,-1.325384E-01,-1.120468E-01, 4.380000E+00
-1.563794E+03, 7.234259E+04,-1.323409E-01,-1.108015E-01, 4.390000E+00
-1.593657E+03, 7.250656E+04,-1.321214E-01,-1.078638E-01, 4.400000E+00
-1.623516E+03, 7.267054E+04,-1.318814E-01,-1.030780E-01, 4.410000E+00
-1.653353E+03, 7.283451E+04,-1.316226E-01,-9.632138E-02, 4.420000E+00
-1.683149E+03, 7.299849E+04,-1.313466E-01,-8.750566E-02, 4.430000E+00
-1.712884E+03, 7.316248E+04,-1.310542E-01,-7.658301E-02, 4.440000E+00
-1.742543E+03, 7.332647E+04,-1.307457E-01,-6.355302E-02, 4.450000E+00
-1.772107E+03, 7.349049E+04,-1.304224E-01,-4.846619E-02, 4.460000E+00
-1.801562E+03, 7.365451E+04,-1.300860E-01,-3.141921E-02, 4.470000E+00
-1.830892E+03, 7.381856E+04,-1.297390E-01,-1.254946E-02, 4.480000E+00
-1.860085E+03, 7.398263E+04,-1.293838E-01, 7.969343E-03, 4.490000E+00
-1.889127E+03, 7.414672E+04,-1.290234E-01, 2.993196E-02, 4.500000E+00
-1.918007E+03, 7.431084E+04,-1.286607E-01, 5.310505E-02, 4.510000E+00
-1.946713E+03, 7.447499E+04,-1.282988E-01, 7.723069E-02, 4.520000E+00
-1.975236E+03, 7.463917E+04,-1.279411E-01, 1.020316E-01, 4.530000E+00
-2.003567E+03, 7.480338E+04,-1.275909E-01, 1.272168E-01, 4.540000E+00
-2.031695E+03, 7.496762E+04,-1.272516E-01, 1.524876E-01, 4.550000E+00
-2.059615E+03, 7.513190E+04,-1.269267E-01, 1.775428E-01, 4.560000E+00
-2.087315E+03, 7.529622E+04,-1.266187E-01, 2.021433E-01, 4.570000E+00
-2.114783E+03, 7.546057E+04,-1.263295E-01, 2.260461E-01, 4.580000E+00
-2.142009E+03, 7.562497E+04,-1.260609E-01, 2.490183E-01, 4.590000E+00
-2.168985E+03, 7.578940E+04,-1.258149E-01, 2.708283E-01, 4.600000E+00
-2.195704E+03, 7.595388E+04,-1.255938E-01, 2.912432E-01, 4.610000E+00
-2.222162E+03, 7.611841E+04,-1.253997E-01, 3.100334E-01, 4.620000E+00
-2.248355E+03, 7.628297E+04,-1.252341E-01, 3.269775E-01, 4.630000E+00
-2.274281E+03, 7.644759E+04,-1.250974E-01, 3.418674E-01, 4.640000E+00
-2.299941E+03, 7.661224E+04,-1.249891E-01, 3.545145E-01, 4.650000E+00
-2.325336E+03, 7.677694E+04,-1.249081E-01, 3.647570E-01, 4.660000E+00
-2.350467E+03, 7.694169E+04,-1.248535E-01, 3.724657E-01, 4.670000E+00
-2.375336E+03, 7.710648E+04,-1.248247E-01, 3.775475E-01, 4.680000E+00
-2.399948E+03, 7.727131E+04,-1.248221E-01, 3.799482E-01, 4.690000E+00
-2.424306E+03, 7.743618E+04,-1.248462E-01, 3.796554E-01, 4.700000E+00
-2.448412E+03, 7.760109E+04,-1.248983E-01, 3.766991E-01, 4.710000E+00
-2.472265E+03, 7.776605E+04,-1.249805E-01, 3.712314E-01, 4.720000E+00
-2.495862E+03, 7.793104E+04,-1.250936E-01, 3.634525E-01, 4.730000E+00
-2.519196E+03, 7.809608E+04,-1.252376E-01, 3.536192E-01, 4.740000E+00
-2.542262E+03, 7.826115E+04,-1.254096E-01, 3.420206E-01, 4.750000E+00
-2.565053E+03, 7.842626E+04,-1.256058E-01, 3.289647E-01, 4.760000E+00
-2.587562E+03, 7.859142E+04,-1.258230E-01, 3.147745E-01, 4.770000E+00
-2.609783E+03, 7.875661E+04,-1.260590E-01, 2.997852E-01, 4.780000E+00
-2.631710E+03, 7.892184E+04,-1.263119E-01, 2.843365E-01, 4.790000E+00
-2.653334E+03, 7.908711E+04,-1.265797E-01, 2.687642E-01, 4.800000E+00
-2.674651E+03, 7.925242E+04,-1.268603E-01, 2.533945E-01, 4.810000E+00
-2.695653E+03, 7.941778E+04,-1.271510E-01, 2.385382E-01, 4.820000E+00
-2.716334E+03, 7.958317E+04,-1.274497E-01, 2.244862E-01, 4.830000E+00
-2.736689E+03, 7.974860E+04,-1.277543E-01, 2.115041E-01, 4.840000E+00
-2.756712E+03, 7.991408E+04,-1.280631E-01, 1.998277E-01, 4.850000E+00
-2.776398E+03, 8.007959E+04,-1.283745E-01, 1.896600E-01, 4.860000E+00
-2.795742E+03, 8.024514E+04,-1.286872E-01, 1.811693E-01, 4.870000E+00
-2.814740E+03, 8.041074E+04,-1.289999E-01, 1.744865E-01, 4.880000E+00
-2.833390E+03, 8.057637E+04,-1.293113E-01, 1.697028E-01, 4.890000E+00
-2.851689E+03, 8.074204E+04,-1.296202E-01, 1.668669E-01, 4.900000E+00
-2.869634E+03, 8.090775E+04,-1.299254E-01, 1.659838E-01, 4.910000E+00
-2.887225E+03, 8.107350E+04,-1.302256E-01, 1.670164E-01, 4.920000E+00
-2.904461E+03, 8.123928E+04,-1.305193E-01, 1.698893E-01, 4.930000E+00
-2.921343E+03, 8.140510E+04,-1.308051E-01, 1.744952E-01, 4.940000E+00
-2.937872E+03, 8.157096E+04,-1.310816E-01, 1.806954E-01, 4.950000E+00
-2.954049E+03, 8.173685E+04,-1.313480E-01, 1.883208E-01, 4.960000E+00
-2.969878E+03, 8.190278E+04,-1.316032E-01, 1.971739E-01, 4.970000E+00
-2.985361E+03, 8.206874E+04,-1.318465E-01, 2.070330E-01, 4.980000E+00
-3.000503E+03, 8.223473E+04,-1.320773E-01, 2.176586E-01, 4.990000E+00
-3.015308E+03, 8.240075E+04,-1.322949E-01, 2.287986E-01, 5.000000E+00
-3.029781E+03, 8.256680E+04,-1.324985E-01, 2.401939E-01, 5.010000E+00
-3.043928E+03, 8.273288E+04,-1.326875E-01, 2.515826E-01, 5.020000E+00
-3.057754E+03, 8.289898E+04,-1.328611E-01, 2.627052E-01, 5.030000E+00
-3.071267E+03, 8.306512E+04,-1.330183E-01, 2.733101E-01, 5.040000E+00
-3.084473E+03, 8.323127E+04,-1.331582E-01, 2.831600E-01, 5.050000E+00
-3.097377E+03, 8.339746E+04,-1.332795E-01, 2.920364E-01, 5.060000E+00
-3.109987E+03, 8.356366E+04,-1.333812E-01, 2.997441E-01, 5.070000E+00
-3.122308E+03, 8.372989E+04,-1.334624E-01, 3.061147E-01, 5.080000E+00
-3.134347E+03, 8.389614E+04,-1.335224E-01, 3.110097E-01, 5.090000E+00
-3.146108E+03, 8.406240E+04,-1.335610E-01, 3.143218E-01, 5.100000E+00
-3.157599E+03, 8.422869E+04,-1.335779E-01, 3.159773E-01, 5.110000E+00
-3.168822E+03, 8.439500E+04,-1.335734E-01, 3.159358E-01, 5.120000E+00
-3.179783E+03, 8.456132E+04,-1.335481E-01, 3.141898E-01, 5.130000E+00
-3.190487E+03, 8.472767E+04,-1.335026E-01, 3.107619E-01, 5.140000E+00
-3.200938E+03, 8.489402E+04,-1.334375E-01, 3.057002E-01, 5.150000E+00
-3.211139E+03, 8.506040E+04,-1.333528E-01, 2.990780E-01, 5.160000E+00
-3.221094E+03, 8.522679E+04,-1.332485E-01, 2.909941E-01, 5.170000E+00
-3.230808E+03, 8.539319E+04,-1.331250E-01, 2.815720E-01, 5.180000E+00
-3.240282E+03, 8.555961E+04,-1.329829E-01, 2.709575E-01, 5.190000E+00
-3.249520E+03, 8.572604E+04,-1.328229E-01, 2.593135E-01, 5.200000E+00
-3.258527E+03, 8.589248E+04,-1.326459E-01, 2.468161E-01, 5.210000E+00
-3.267303E+03, 8.605894E+04,-1.324526E-01, 2.336496E-01, 5.220000E+00
-3.275853E+03, 8.622540E+04,-1.322439E-01, 2.200038E-01, 5.230000E+00
-3.284180E+03, 8.639188E+04,-1.320208E-01, 2.060701E-01, 5.240000E+00
-3.292287E+03, 8.655837E+04,-1.317842E-01, 1.920384E-01, 5.250000E+00
-3.300176E+03, 8.672488E+04,-1.315349E-01, 1.780938E-01, 5.260000E+00
-3.307852E+03, 8.689139E+04,-1.312740E-01, 1.644133E-01, 5.270000E+00
-3.315317E+03, 8.705791E+04,-1.310023E-01, 1.511631E-01, 5.280000E+00
-3.322575E+03, 8.722444E+04,-1.307208E-01, 1.384962E-01, 5.290000E+00
-3.329631E+03, 8.739098E+04,-1.304300E-01, 1.265501E-01, 5.300000E+00
-3.336486E+03, 8.755752E+04,-1.301309E-01, 1.154451E-01, 5.310000E+00
-3.343147E+03, 8.772408E+04,-1.298242E-01, 1.052833E-01, 5.320000E+00
-3.349615E+03, 8.789064E+04,-1.295108E-01, 9.614770E-02, 5.330000E+00
-3.355897E+03, 8.805721E+04,-1.291919E-01, 8.810146E-02, 5.340000E+00
-3.361996E+03, 8.822379E+04,-1.288689E-01, 8.118756E-02, 5.350000E+00
-3.367916E+03, 8.839037E+04,-1.285435E-01, 7.542835E-02, 5.360000E+00
-3.373663E+03, 8.855696E+04,-1.282175E-01, 7.082570E-02, 5.370000E+00
-3.379240E+03, 8.872356E+04,-1.278926E-01, 6.736157E-02, 5.380000E+00
-3.384652E+03, 8.889016E+04,-1.275711E-01, 6.499883E-02, 5.390000E+00
-3.389904E+03, 8.905676E+04,-1.272550E-01, 6.368268E-02, 5.400000E+00
-3.395002E+03, 8.922337E+04,-1.269466E-01, 6.334254E-02, 5.410000E+00
-3.399948E+03, 8.938999E+04,-1.266482E-01, 6.389394E-02, 5.420000E+00
-3.404749E+03, 8.955661E+04,-1.263616E-01, 6.524106E-02, 5.430000E+00
-3.409409E+03, 8.972323E+04,-1.260887E-01, 6.727936E-02, 5.440000E+00
-3.413932E+03, 8.988986E+04,-1.258311E-01, 6.989799E-02, 5.450000E+00
-3.418324E+03, 9.005649E+04,-1.255904E-01, 7.298144E-02, 5.460000E+00
-3.422588E+03, 9.022312E+04,-1.253676E-01, 7.641151E-02, 5.470000E+00
-3.426728E+03, 9.038976E+04,-1.251638E-01, 8.006943E-02, 5.480000E+00
-3.430750E+03, 9.055640E+04,-1.249799E-01, 8.383808E-02, 5.490000E+00
-3.434657E+03, 9.072304E+04,-1.248163E-01, 8.760393E-02, 5.500000E+00
-3.438453E+03, 9.088968E+04,-1.246736E-01, 9.125884E-02, 5.510000E+00
-3.442142E+03, 9.105633E+04,-1.245518E-01, 9.470168E-02, 5.520000E+00
-3.445727E+03, 9.122298E+04,-1.244511E-01, 9.783966E-02, 5.530000E+00
-3.449213E+03, 9.138963E+04,-1.243712E-01, 1.005895E-01, 5.540000E+00
-3.452602E+03, 9.155628E+04,-1.243120E-01, 1.028783E-01, 5.550000E+00
-3.455898E+03, 9.172294E+04,-1.242731E-01, 1.046443E-01, 5.560000E+00
-3.459104E+03, 9.188959E+04,-1.242538E-01, 1.058374E-01, 5.570000E+00
-3.462223E+03, 9.205625E+04,-1.242538E-01, 1.064193E-01, 5.580000E+00
-3.465258E+03, 9.222291E+04,-1.242723E-01, 1.063634E-01, 5.590000E+00
-3.468210E+03, 9.238957E+04,-1.243086E-01, 1.056543E-01, 5.600000E+00
-3.471084E+03, 9.255624E+04,-1.243620E-01, 1.042882E-01, 5.610000E+00
-3.473881E+03, 9.272290E+04,-1.244319E-01, 1.022732E-01, 5.620000E+00
-3.476603E+03, 9.288956E+04,-1.245172E-01, 9.962932E-02, 5.630000E+00
-3.479253E+03, 9.305623E+04,-1.246172E-01, 9.638719E-02, 5.640000E+00
-3.481833E+03, 9.322290E+04,-1.247310E-01, 9.258782E-02, 5.650000E+00
-3.484345E+03, 9.338956E+04,-1.248577E-01, 8.828147E-02, 5.660000E+00
-3.486789E+03, 9.355623E+04,-1.249964E-01, 8.352660E-02, 5.670000E+00
-3.489169E+03, 9.372290E+04,-1.251461E-01, 7.838858E-02, 5.680000E+00
-3.491486E+03, 9.388957E+04,-1.253058E-01, 7.293847E-02, 5.690000E+00
-3.493741E+03, 9.405625E+04,-1.254748E-01, 6.725152E-02, 5.700000E+00
-3.495936E+03, 9.422292E+04,-1.256518E-01, 6.140582E-02, 5.710000E+00
-3.498076E+03, 9.438959E+04,-1.258374E-01, 5.540472E-02, 5.720000E+00
-3.500171E+03, 9.455626E+04,-1.260311E-01, 4.925464E-02, 5.730000E+00
-3.502228E+03, 9.472294E+04,-1.262322E-01, 4.296016E-02, 5.740000E+00
-3.504253E+03, 9.488961E+04,-1.264401E-01, 3.654037E-02, 5.750000E+00
-3.506252E+03, 9.505628E+04,-1.266537E-01, 3.003519E-02, 5.760000E+00
-3.508228E+03, 9.522296E+04,-1.268722E-01, 2.350459E-02, 5.770000E+00
-3.510183E+03, 9.538963E+04,-1.270943E-01, 1.702542E-02, 5.780000E+00
-3.512118E+03, 9.555631E+04,-1.273189E-01, 1.068708E-02, 5.790000E+00
-3.514033E+03, 9.572298E+04,-1.275449E-01, 4.587062E-03, 5.800000E+00
-3.515927E+03, 9.588966E+04,-1.277709E-01,-1.173518E-03, 5.810000E+00
-3.517800E+03, 9.605633E+04,-1.279958E-01,-6.494026E-03, 5.820000E+00
-3.519649E+03, 9.622301E+04,-1.282182E-01,-1.127807E-02, 5.830000E+00
-3.521472E+03, 9.638968E+04,-1.284370E-01,-1.543684E-02, 5.840000E+00
-3.523266E+03, 9.655636E+04,-1.286509E-01,-1.889201E-02, 5.850000E+00
-3.525031E+03, 9.672304E+04,-1.288591E-01,-2.157821E-02, 5.860000E+00
-3.526762E+03, 9.688971E+04,-1.290605E-01,-2.344494E-02, 5.870000E+00
-3.528459E+03, 9.705639E+04,-1.292547E-01,-2.445799E-02, 5.880000E+00
-3.530118E+03, 9.722307E+04,-1.294412E-01,-2.460035E-02, 5.890000E+00
-3.531739E+03, 9.738974E+04,-1.296201E-01,-2.387258E-02, 5.900000E+00
-3.533321E+03, 9.755642E+04,-1.297914E-01,-2.229298E-02, 5.910000E+00
-3.534861E+03, 9.772310E+04,-1.299553E-01,-1.989690E-02, 5.920000E+00
-3.536360E+03, 9.788978E+04,-1.301115E-01,-1.673535E-02, 5.930000E+00
-3.537817E+03, 9.805645E+04,-1.302599E-01,-1.287412E-02, 5.940000E+00
-3.539233E+03, 9.822313E+04,-1.304003E-01,-8.392491E-03, 5.950000E+00
-3.540607E+03, 9.838981E+04,-1.305323E-01,-3.381673E-03, 5.960000E+00
-3.541940E+03, 9.855649E+04,-1.306557E-01, 2.057191E-03, 5.970000E+00
-3.543233E+03, 9.872317E+04,-1.307699E-01, 7.815200E-03, 5.980000E+00
-3.544488E+03, 9.888985E+04,-1.308747E-01, 1.377802E-02, 5.990000E+00
-3.545706E+03, 9.905653E+04,-1.309695E-01, 1.982828E-02, 6.000000E+00
-3.546888E+03, 9.922321E+04,-1.310538E-01, 2.584799E-02, 6.010000E+00
-3.548037E+03, 9.938989E+04,-1.311271E-01, 3.172086E-02, 6.020000E+00
-3.549154E+03, 9.955657E+04,-1.311888E-01, 3.733455E-02, 6.030000E+00
-3.550241E+03, 9.972325E+04,-1.312386E-01, 4.258277E-02, 6.040000E+00
-3.551301E+03, 9.988993E+04,-1.312759E-01, 4.736726E-02, 6.050000E+00
-3.552336E+03, 1.000566E+05,-1.313004E-01, 5.159954E-02, 6.060000E+00
-3.553347E+03, 1.002233E+05,-1.313119E-01, 5.520248E-02, 6.070000E+00
-3.554337E+03, 1.003900E+05,-1.313103E-01, 5.811161E-02, 6.080000E+00
-3.555308E+03, 1.005567E+05,-1.312956E-01, 6.027609E-02, 6.090000E+00
-3.556260E+03, 1.007233E+05,-1.312679E-01, 6.165946E-02, 6.100000E+00
-3.557197E+03, 1.008900E+05,-1.312274E-01, 6.223995E-02, 6.110000E+00
-3.558120E+03, 1.010567E+05,-1.311748E-01, 6.201051E-02, 6.120000E+00
-3.559030E+03, 1.012234E+05,-1.311105E-01, 6.097866E-02, 6.130000E+00
-3.559928E+03, 1.013901E+05,-1.310351E-01, 5.916610E-02, 6.140000E+00
-3.560816E+03, 1.015567E+05,-1.309492E-01, 5.660827E-02, 6.150000E+00
-3.561695E+03, 1.017234E+05,-1.308535E-01, 5.335356E-02, 6.160000E+00
-3.562564E+03, 1.018901E+05,-1.307486E-01, 4.946224E-02, 6.170000E+00
-3.563425E+03, 1.020568E+05,-1.306352E-01, 4.500518E-02, 6.180000E+00
-3.564279E+03, 1.022235E+05,-1.305139E-01, 4.006240E-02, 6.190000E+00
-3.565125E+03, 1.023901E+05,-1.303854E-01, 3.472138E-02, 6.200000E+00
-3.565964E+03, 1.025568E+05,-1.302505E-01, 2.907534E-02, 6.210000E+00
-3.566795E+03, 1.027235E+05,-1.301097E-01, 2.322141E-02, 6.220000E+00
-3.567619E+03, 1.028902E+05,-1.299637E-01, 1.725878E-02, 6.230000E+00
