A,B
2.404923E+02,-3.350206E+00
2.405047E+02,-3.257443E+00
2.405158E+02,-3.167356E+00
2.405252E+02,-3.079843E+00
2.405326E+02,-2.994808E+00
2.405378E+02,-2.912158E+00
2.405410E+02,-2.831801E+00
2.405421E+02,-2.753654E+00
2.405415E+02,-2.677635E+00
2.405394E+02,-2.603668E+00
2.405362E+02,-2.531682E+00
2.405324E+02,-2.461614E+00
2.405281E+02,-2.393401E+00
2.405238E+02,-2.326989E+00
2.405195E+02,-2.262327E+00
2.405153E+02,-2.199369E+00
2.405112E+02,-2.138072E+00
2.405070E+02,-2.078398E+00
2.405027E+02,-2.020311E+00
2.404981E+02,-1.963780E+00
2.404931E+02,-1.908774E+00
2.404876E+02,-1.855266E+00
2.404814E+02,-1.803230E+00
2.404744E+02,-1.752640E+00
2.404667E+02,-1.703473E+00
2.404582E+02,-1.655704E+00
2.404491E+02,-1.609309E+00
2.404395E+02,-1.564263E+00
2.404295E+02,-1.520541E+00
2.404194E+02,-1.478117E+00
2.404095E+02,-1.436962E+00
2.404001E+02,-1.397049E+00
2.403914E+02,-1.358346E+00
2.403838E+02,-1.320823E+00
2.403776E+02,-1.284447E+00
2.403731E+02,-1.249183E+00
2.403706E+02,-1.214997E+00
2.403702E+02,-1.181853E+00
2.403722E+02,-1.149712E+00
2.403766E+02,-1.118539E+00
2.403834E+02,-1.088294E+00
2.403925E+02,-1.058939E+00
2.404036E+02,-1.030438E+00
2.404165E+02,-1.002751E+00
2.404307E+02,-9.758434E-01
2.404458E+02,-9.496783E-01
2.404613E+02,-9.242216E-01
2.404765E+02,-8.994406E-01
2.404910E+02,-8.753039E-01
2.405042E+02,-8.517826E-01
2.405157E+02,-8.288493E-01
2.405251E+02,-8.064791E-01
2.405321E+02,-7.846490E-01
2.405367E+02,-7.633384E-01
2.405388E+02,-7.425287E-01
2.405385E+02,-7.222037E-01
2.405360E+02,-7.023492E-01
2.405316E+02,-6.829530E-01
2.405257E+02,-6.640047E-01
2.405187E+02,-6.454958E-01
2.405111E+02,-6.274194E-01
2.405034E+02,-6.097701E-01
2.404959E+02,-5.925434E-01
2.404890E+02,-5.757363E-01
2.404831E+02,-5.593462E-01
2.404784E+02,-5.433715E-01
2.404751E+02,-5.278109E-01
2.404730E+02,-5.126844E-01
2.404724E+02,-4.980903E-01
2.404730E+02,-4.841079E-01
2.404745E+02,-4.708093E-01
2.404769E+02,-4.582598E-01
2.404796E+02,-4.465134E-01
2.404823E+02,-4.356116E-01
2.404847E+02,-4.255830E-01
2.404865E+02,-4.164424E-01
2.404875E+02,-4.081916E-01
2.404874E+02,-4.008196E-01
2.404862E+02,-3.943035E-01
2.404840E+02,-3.886093E-01
2.404807E+02,-3.836929E-01
2.404766E+02,-3.795017E-01
2.404719E+02,-3.759758E-01
2.404670E+02,-3.730491E-01
2.404622E+02,-3.706513E-01
2.404579E+02,-3.687087E-01
2.404544E+02,-3.671462E-01
2.404521E+02,-3.658880E-01
2.404511E+02,-3.648594E-01
2.404517E+02,-3.639879E-01
2.404538E+02,-3.632040E-01
2.404574E+02,-3.624426E-01
2.404623E+02,-3.616433E-01
2.404682E+02,-3.607513E-01
2.404747E+02,-3.597182E-01
2.404814E+02,-3.585018E-01
2.404881E+02,-3.570666E-01
2.404942E+02,-3.553841E-01
2.404995E+02,-3.534328E-01
2.405038E+02,-3.511977E-01
2.405068E+02,-3.486707E-01
2.405084E+02,-3.458497E-01
2.405088E+02,-3.427385E-01
2.405079E+02,-3.393462E-01
2.405059E+02,-3.356866E-01
2.405031E+02,-3.317779E-01
2.404997E+02,-3.276419E-01
2.404960E+02,-3.233031E-01
2.404925E+02,-3.187887E-01
2.404893E+02,-3.141274E-01
2.404867E+02,-3.093490E-01
2.404850E+02,-3.044838E-01
2.404843E+02,-2.995618E-01
2.404845E+02,-2.946126E-01
2.404856E+02,-2.896647E-01
2.404876E+02,-2.847448E-01
2.404902E+02,-2.798778E-01
2.404931E+02,-2.750864E-01
2.404963E+02,-2.703908E-01
2.404993E+02,-2.658084E-01
2.405021E+02,-2.613536E-01
2.405044E+02,-2.570382E-01
2.405060E+02,-2.528706E-01
2.405069E+02,-2.488564E-01
2.405070E+02,-2.449983E-01
2.405063E+02,-2.412964E-01
2.405049E+02,-2.377480E-01
2.405029E+02,-2.343480E-01
2.405004E+02,-2.310892E-01
2.404978E+02,-2.279624E-01
2.404950E+02,-2.249570E-01
2.404925E+02,-2.220606E-01
2.404903E+02,-2.192602E-01
2.404886E+02,-2.165417E-01
2.404877E+02,-2.138906E-01
2.404875E+02,-2.112924E-01
2.404881E+02,-2.087323E-01
2.404894E+02,-2.061962E-01
2.404915E+02,-2.036704E-01
2.404940E+02,-2.011421E-01
2.404970E+02,-1.985993E-01
2.405002E+02,-1.960316E-01
2.405033E+02,-1.934294E-01
2.405063E+02,-1.907848E-01
2.405090E+02,-1.880913E-01
2.405112E+02,-1.853440E-01
2.405128E+02,-1.825395E-01
2.405137E+02,-1.796759E-01
2.405139E+02,-1.767529E-01
2.405135E+02,-1.737716E-01
2.405125E+02,-1.707346E-01
2.405110E+02,-1.676456E-01
2.405091E+02,-1.645096E-01
2.405069E+02,-1.613327E-01
2.405047E+02,-1.581216E-01
2.405025E+02,-1.548841E-01
2.405005E+02,-1.516284E-01
2.404989E+02,-1.483630E-01
2.404978E+02,-1.450969E-01
2.404973E+02,-1.418391E-01
2.404973E+02,-1.385985E-01
2.404978E+02,-1.353839E-01
2.404990E+02,-1.322037E-01
2.405005E+02,-1.290658E-01
2.405025E+02,-1.259776E-01
2.405047E+02,-1.229458E-01
2.405070E+02,-1.199764E-01
2.405093E+02,-1.170746E-01
2.405115E+02,-1.142444E-01
2.405134E+02,-1.114893E-01
2.405151E+02,-1.088117E-01
2.405163E+02,-1.062128E-01
2.405171E+02,-1.036933E-01
2.405175E+02,-1.012527E-01
2.405175E+02,-9.888968E-02
2.405171E+02,-9.660211E-02
2.405163E+02,-9.438713E-02
2.405154E+02,-9.224118E-02
2.405143E+02,-9.016011E-02
2.405131E+02,-8.813925E-02
2.405120E+02,-8.617353E-02
2.405110E+02,-8.425754E-02
2.405103E+02,-8.238567E-02
2.405098E+02,-8.055219E-02
2.405096E+02,-7.875135E-02
2.405098E+02,-7.697745E-02
2.405103E+02,-7.522499E-02
2.405111E+02,-7.348868E-02
2.405122E+02,-7.176355E-02
2.405134E+02,-7.004503E-02
2.405148E+02,-6.832897E-02
2.405163E+02,-6.661174E-02
2.405177E+02,-6.489026E-02
2.405191E+02,-6.316204E-02
2.405203E+02,-6.142517E-02
2.405213E+02,-5.967837E-02
2.405221E+02,-5.792096E-02
2.405226E+02,-5.615290E-02
2.405229E+02,-5.437469E-02
2.405230E+02,-5.258741E-02
2.405228E+02,-5.079268E-02
2.405224E+02,-4.899256E-02
2.405219E+02,-4.718957E-02
2.405212E+02,-4.538659E-02
2.405206E+02,-4.358681E-02
2.405199E+02,-4.179369E-02
2.405193E+02,-4.001085E-02
2.405188E+02,-3.824204E-02
2.405185E+02,-3.649107E-02
2.405182E+02,-3.476172E-02
2.405182E+02,-3.305772E-02
2.405183E+02,-3.138265E-02
2.405185E+02,-2.973991E-02
2.405189E+02,-2.813266E-02
2.405193E+02,-2.656377E-02
2.405198E+02,-2.503579E-02
2.405203E+02,-2.355089E-02
2.405208E+02,-2.211086E-02
2.405212E+02,-2.071708E-02
2.405216E+02,-1.937049E-02
2.405218E+02,-1.807162E-02
2.405220E+02,-1.682054E-02
2.405219E+02,-1.561693E-02
2.405218E+02,-1.446002E-02
2.405216E+02,-1.334870E-02
2.405212E+02,-1.228145E-02
2.405208E+02,-1.125646E-02
2.405203E+02,-1.027159E-02
2.405199E+02,-9.324471E-03
2.405194E+02,-8.412498E-03
2.405189E+02,-7.532910E-03
2.405185E+02,-6.682819E-03
2.405182E+02,-5.859259E-03
2.405180E+02,-5.059237E-03
2.405179E+02,-4.279772E-03
2.405179E+02,-3.517943E-03
2.405180E+02,-2.770932E-03
2.405182E+02,-2.036058E-03
2.405184E+02,-1.310818E-03
2.405187E+02,-5.929185E-04
2.405191E+02, 1.196943E-04
2.405194E+02, 8.288181E-04
2.405197E+02, 1.535967E-03
2.405200E+02, 2.242365E-03
2.405203E+02, 2.948930E-03
2.405205E+02, 3.656280E-03
2.405206E+02, 4.364723E-03
2.405206E+02, 5.074272E-03
2.405206E+02, 5.784653E-03
2.405205E+02, 6.495317E-03
2.405203E+02, 7.205464E-03
2.405201E+02, 7.914062E-03
2.405199E+02, 8.619875E-03
2.405197E+02, 9.321489E-03
2.405195E+02, 1.001734E-02
2.405193E+02, 1.070576E-02
2.405191E+02, 1.138500E-02
2.405190E+02, 1.205323E-02
2.405189E+02, 1.270865E-02
2.405189E+02, 1.334944E-02
2.405190E+02, 1.397385E-02
2.405191E+02, 1.458021E-02
2.405193E+02, 1.516692E-02
2.405195E+02, 1.573255E-02
2.405197E+02, 1.627579E-02
2.405200E+02, 1.679553E-02
2.405203E+02, 1.729082E-02
2.405205E+02, 1.776093E-02
2.405208E+02, 1.820533E-02
2.405210E+02, 1.862374E-02
2.405212E+02, 1.901604E-02
2.405214E+02, 1.938238E-02
2.405215E+02, 1.972311E-02
2.405216E+02, 2.003876E-02
2.405216E+02, 2.033008E-02
2.405217E+02, 2.059801E-02
2.405217E+02, 2.084361E-02
2.405216E+02, 2.106814E-02
2.405216E+02, 2.127294E-02
2.405216E+02, 2.145948E-02
2.405216E+02, 2.162930E-02
2.405216E+02, 2.178399E-02
2.405217E+02, 2.192518E-02
2.405218E+02, 2.205451E-02
2.405219E+02, 2.217361E-02
2.405220E+02, 2.228405E-02
2.405221E+02, 2.238736E-02
2.405223E+02, 2.248500E-02
2.405225E+02, 2.257831E-02
2.405227E+02, 2.266853E-02
2.405229E+02, 2.275677E-02
2.405231E+02, 2.284399E-02
2.405233E+02, 2.293103E-02
2.405234E+02, 2.301854E-02
2.405236E+02, 2.310702E-02
2.405237E+02, 2.319683E-02
2.405238E+02, 2.328813E-02
2.405239E+02, 2.338095E-02
2.405239E+02, 2.347517E-02
2.405239E+02, 2.357051E-02
2.405239E+02, 2.366657E-02
2.405238E+02, 2.376283E-02
2.405238E+02, 2.385864E-02
2.405237E+02, 2.395330E-02
2.405236E+02, 2.404598E-02
2.405236E+02, 2.413585E-02
2.405235E+02, 2.422199E-02
2.405234E+02, 2.430347E-02
2.405234E+02, 2.437937E-02
2.405234E+02, 2.444876E-02
2.405233E+02, 2.451075E-02
2.405233E+02, 2.456448E-02
2.405233E+02, 2.460915E-02
2.405233E+02, 2.464404E-02
2.405233E+02, 2.466851E-02
2.405233E+02, 2.468200E-02
2.405233E+02, 2.468405E-02
2.405233E+02, 2.467434E-02
2.405233E+02, 2.465263E-02
2.405232E+02, 2.461880E-02
2.405232E+02, 2.457286E-02
2.405231E+02, 2.451493E-02
2.405231E+02, 2.444523E-02
2.405230E+02, 2.436411E-02
2.405229E+02, 2.427202E-02
2.405228E+02, 2.416947E-02
2.405227E+02, 2.405710E-02
2.405226E+02, 2.393561E-02
2.405225E+02, 2.380574E-02
2.405224E+02, 2.366832E-02
2.405223E+02, 2.352420E-02
2.405222E+02, 2.337425E-02
2.405221E+02, 2.321937E-02
2.405220E+02, 2.306045E-02
2.405220E+02, 2.289837E-02
2.405219E+02, 2.273400E-02
2.405219E+02, 2.256814E-02
2.405219E+02, 2.240159E-02
2.405219E+02, 2.223506E-02
2.405218E+02, 2.206922E-02
2.405218E+02, 2.190464E-02
2.405218E+02, 2.174184E-02
2.405218E+02, 2.158124E-02
2.405218E+02, 2.142319E-02
2.405218E+02, 2.126793E-02
2.405218E+02, 2.111564E-02
2.405218E+02, 2.096639E-02
2.405218E+02, 2.082018E-02
2.405218E+02, 2.067692E-02
2.405218E+02, 2.053645E-02
2.405218E+02, 2.039852E-02
2.405217E+02, 2.026285E-02
2.405217E+02, 2.012907E-02
2.405217E+02, 1.999679E-02
2.405217E+02, 1.986555E-02
2.405217E+02, 1.973489E-02
2.405217E+02, 1.960432E-02
2.405218E+02, 1.947332E-02
2.405218E+02, 1.934139E-02
2.405218E+02, 1.920802E-02
2.405219E+02, 1.907274E-02
2.405219E+02, 1.893508E-02
2.405220E+02, 1.879462E-02
2.405220E+02, 1.865096E-02
2.405221E+02, 1.850377E-02
2.405222E+02, 1.835274E-02
2.405222E+02, 1.819765E-02
2.405223E+02, 1.803830E-02
2.405224E+02, 1.787459E-02
2.405224E+02, 1.770645E-02
2.405225E+02, 1.753390E-02
2.405226E+02, 1.735700E-02
2.405226E+02, 1.717587E-02
2.405227E+02, 1.699070E-02
2.405228E+02, 1.680174E-02
2.405228E+02, 1.660927E-02
2.405229E+02, 1.641362E-02
2.405229E+02, 1.621517E-02
2.405230E+02, 1.601433E-02
2.405230E+02, 1.581152E-02
2.405231E+02, 1.560719E-02
2.405231E+02, 1.540182E-02
2.405232E+02, 1.519587E-02
2.405232E+02, 1.498982E-02
2.405233E+02, 1.478412E-02
2.405233E+02, 1.457923E-02
2.405234E+02, 1.437557E-02
2.405234E+02, 1.417355E-02
2.405235E+02, 1.397354E-02
2.405235E+02, 1.377586E-02
2.405236E+02, 1.358083E-02
2.405236E+02, 1.338868E-02
2.405237E+02, 1.319964E-02
2.405237E+02, 1.301386E-02
2.405237E+02, 1.283145E-02
2.405238E+02, 1.265249E-02
2.405238E+02, 1.247698E-02
2.405238E+02, 1.230491E-02
2.405238E+02, 1.213620E-02
2.405238E+02, 1.197075E-02
2.405238E+02, 1.180839E-02
2.405238E+02, 1.164894E-02
2.405238E+02, 1.149220E-02
2.405238E+02, 1.133792E-02
2.405238E+02, 1.118584E-02
2.405238E+02, 1.103568E-02
2.405237E+02, 1.088715E-02
2.405237E+02, 1.073997E-02
2.405237E+02, 1.059384E-02
2.405237E+02, 1.044847E-02
2.405236E+02, 1.030358E-02
2.405236E+02, 1.015892E-02
2.405236E+02, 1.001422E-02
2.405236E+02, 9.869268E-03
2.405235E+02, 9.723867E-03
2.405235E+02, 9.577842E-03
2.405235E+02, 9.431054E-03
2.405234E+02, 9.283395E-03
2.405234E+02, 9.134789E-03
2.405233E+02, 8.985196E-03
2.405233E+02, 8.834610E-03
2.405233E+02, 8.683057E-03
2.405232E+02, 8.530597E-03
2.405232E+02, 8.377320E-03
2.405231E+02, 8.223347E-03
2.405231E+02, 8.068825E-03
2.405230E+02, 7.913923E-03
2.405230E+02, 7.758833E-03
2.405229E+02, 7.603763E-03
2.405229E+02, 7.448936E-03
2.405228E+02, 7.294585E-03
2.405228E+02, 7.140948E-03
2.405227E+02, 6.988266E-03
2.405227E+02, 6.836781E-03
2.405227E+02, 6.686726E-03
2.405226E+02, 6.538329E-03
2.405226E+02, 6.391805E-03
2.405226E+02, 6.247353E-03
2.405226E+02, 6.105157E-03
2.405225E+02, 5.965379E-03
2.405225E+02, 5.828160E-03
2.405225E+02, 5.693618E-03
2.405225E+02, 5.561844E-03
2.405225E+02, 5.432905E-03
2.405225E+02, 5.306843E-03
2.405225E+02, 5.183672E-03
2.405225E+02, 5.063381E-03
2.405225E+02, 4.945934E-03
2.405225E+02, 4.831273E-03
2.405225E+02, 4.719317E-03
2.405225E+02, 4.609962E-03
2.405225E+02, 4.503092E-03
2.405225E+02, 4.398569E-03
2.405225E+02, 4.296245E-03
2.405225E+02, 4.195960E-03
2.405225E+02, 4.097549E-03
2.405226E+02, 4.000838E-03
2.405226E+02, 3.905654E-03
2.405226E+02, 3.811822E-03
2.405226E+02, 3.719171E-03
2.405227E+02, 3.627538E-03
2.405227E+02, 3.536766E-03
2.405227E+02, 3.446709E-03
2.405228E+02, 3.357233E-03
2.405228E+02, 3.268220E-03
2.405228E+02, 3.179566E-03
2.405229E+02, 3.091185E-03
2.405229E+02, 3.003008E-03
2.405229E+02, 2.914985E-03
2.405230E+02, 2.827085E-03
2.405230E+02, 2.739295E-03
2.405231E+02, 2.651621E-03
2.405231E+02, 2.564086E-03
2.405231E+02, 2.476730E-03
2.405232E+02, 2.389610E-03
2.405232E+02, 2.302796E-03
2.405232E+02, 2.216371E-03
2.405233E+02, 2.130429E-03
2.405233E+02, 2.045075E-03
2.405234E+02, 1.960419E-03
2.405234E+02, 1.876576E-03
2.405234E+02, 1.793667E-03
2.405234E+02, 1.711812E-03
2.405235E+02, 1.631130E-03
2.405235E+02, 1.551737E-03
2.405235E+02, 1.473746E-03
2.405236E+02, 1.397261E-03
2.405236E+02, 1.322379E-03
2.405236E+02, 1.249187E-03
2.405236E+02, 1.177761E-03
2.405237E+02, 1.108166E-03
2.405237E+02, 1.040452E-03
2.405237E+02, 9.746572E-04
2.405237E+02, 9.108051E-04
2.405237E+02, 8.489053E-04
2.405237E+02, 7.889533E-04
2.405237E+02, 7.309309E-04
2.405237E+02, 6.748062E-04
2.405237E+02, 6.205351E-04
2.405237E+02, 5.680615E-04
2.405237E+02, 5.173186E-04
2.405237E+02, 4.682300E-04
2.405237E+02, 4.207110E-04
2.405237E+02, 3.746701E-04
2.405237E+02, 3.300103E-04
2.405237E+02, 2.866307E-04
2.405237E+02, 2.444281E-04
2.405236E+02, 2.032985E-04
2.405236E+02, 1.631386E-04
2.405236E+02, 1.238473E-04
2.405236E+02, 8.532695E-05
2.405236E+02, 4.748507E-05
2.405235E+02, 1.023509E-05
2.405235E+02,-2.650120E-05
2.405235E+02,-6.279726E-05
2.405235E+02,-9.871427E-05
2.405234E+02,-1.343050E-04
2.405234E+02,-1.696123E-04
2.405234E+02,-2.046686E-04
2.405234E+02,-2.394961E-04
2.405233E+02,-2.741064E-04
2.405233E+02,-3.085014E-04
2.405233E+02,-3.426728E-04
2.405232E+02,-3.766033E-04
2.405232E+02,-4.102668E-04
2.405232E+02,-4.436297E-04
2.405232E+02,-4.766510E-04
2.405231E+02,-5.092842E-04
2.405231E+02,-5.414774E-04
2.405231E+02,-5.731751E-04
2.405231E+02,-6.043191E-04
2.405230E+02,-6.348494E-04
2.405230E+02,-6.647056E-04
2.405230E+02,-6.938282E-04
2.405230E+02,-7.221590E-04
2.405230E+02,-7.496431E-04
2.405229E+02,-7.762289E-04
2.405229E+02,-8.018696E-04
2.405229E+02,-8.265237E-04
2.405229E+02,-8.501558E-04
2.405229E+02,-8.727373E-04
2.405229E+02,-8.942462E-04
2.405229E+02,-9.146684E-04
2.405229E+02,-9.339971E-04
2.405229E+02,-9.522332E-04
2.405229E+02,-9.693851E-04
2.405229E+02,-9.854689E-04
2.405229E+02,-1.000508E-03
2.405229E+02,-1.014531E-03
2.405229E+02,-1.027575E-03
2.405229E+02,-1.039682E-03
2.405229E+02,-1.050897E-03
2.405229E+02,-1.061273E-03
2.405229E+02,-1.070864E-03
2.405229E+02,-1.079726E-03
2.405230E+02,-1.087919E-03
2.405230E+02,-1.095504E-03
2.405230E+02,-1.102540E-03
2.405230E+02,-1.109087E-03
2.405230E+02,-1.115203E-03
2.405230E+02,-1.120944E-03
2.405231E+02,-1.126364E-03
2.405231E+02,-1.131511E-03
2.405231E+02,-1.136432E-03
2.405231E+02,-1.141167E-03
2.405232E+02,-1.145752E-03
2.405232E+02,-1.150217E-03
2.405232E+02,-1.154587E-03
2.405232E+02,-1.158882E-03
2.405233E+02,-1.163114E-03
2.405233E+02,-1.167292E-03
2.405233E+02,-1.171417E-03
2.405233E+02,-1.175487E-03
2.405234E+02,-1.179492E-03
2.405234E+02,-1.183421E-03
2.405234E+02,-1.187255E-03
2.405234E+02,-1.190974E-03
2.405234E+02,-1.194553E-03
2.405235E+02,-1.197966E-03
2.405235E+02,-1.201184E-03
2.405235E+02,-1.204175E-03
2.405235E+02,-1.206910E-03
2.405235E+02,-1.209356E-03
2.405236E+02,-1.211483E-03
2.405236E+02,-1.213260E-03
2.405236E+02,-1.214660E-03
2.405236E+02,-1.215655E-03
2.405236E+02,-1.216223E-03
2.405236E+02,-1.216342E-03
2.405236E+02,-1.215994E-03
2.405236E+02,-1.215167E-03
2.405236E+02,-1.213850E-03
2.405236E+02,-1.212037E-03
2.405237E+02,-1.209727E-03
2.405237E+02,-1.206921E-03
2.405237E+02,-1.203626E-03
2.405237E+02,-1.199852E-03
2.405237E+02,-1.195614E-03
2.405237E+02,-1.190930E-03
2.405236E+02,-1.185820E-03
2.405236E+02,-1.180309E-03
2.405236E+02,-1.174424E-03
2.405236E+02,-1.168193E-03
2.405236E+02,-1.161648E-03
2.405236E+02,-1.154820E-03
2.405236E+02,-1.147744E-03
2.405236E+02,-1.140451E-03
2.405236E+02,-1.132976E-03
2.405236E+02,-1.125352E-03
2.405235E+02,-1.117611E-03
2.405235E+02,-1.109783E-03
2.405235E+02,-1.101898E-03
2.405235E+02,-1.093982E-03
2.405235E+02,-1.086061E-03
2.405235E+02,-1.078156E-03
2.405235E+02,-1.070286E-03
2.405234E+02,-1.062468E-03
2.405234E+02,-1.054715E-03
2.405234E+02,-1.047036E-03
2.405234E+02,-1.039439E-03
2.405234E+02,-1.031927E-03
2.405233E+02,-1.024500E-03
2.405233E+02,-1.017157E-03
2.405233E+02,-1.009891E-03
2.405233E+02,-1.002696E-03
2.405233E+02,-9.955600E-04
2.405233E+02,-9.884724E-04
2.405232E+02,-9.814189E-04
2.405232E+02,-9.743842E-04
2.405232E+02,-9.673521E-04
2.405232E+02,-9.603054E-04
2.405232E+02,-9.532267E-04
2.405232E+02,-9.460986E-04
2.405232E+02,-9.389037E-04
2.405232E+02,-9.316254E-04
2.405232E+02,-9.242481E-04
2.405232E+02,-9.167570E-04
2.405231E+02,-9.091393E-04
2.405231E+02,-9.013833E-04
2.405231E+02,-8.934795E-04
2.405231E+02,-8.854202E-04
2.405231E+02,-8.772000E-04
2.405231E+02,-8.688156E-04
2.405231E+02,-8.602660E-04
2.405231E+02,-8.515523E-04
2.405231E+02,-8.426780E-04
2.405231E+02,-8.336488E-04
2.405231E+02,-8.244722E-04
2.405231E+02,-8.151580E-04
2.405232E+02,-8.057174E-04
2.405232E+02,-7.961634E-04
2.405232E+02,-7.865103E-04
2.405232E+02,-7.767737E-04
2.405232E+02,-7.669700E-04
2.405232E+02,-7.571163E-04
2.405232E+02,-7.472301E-04
2.405232E+02,-7.373290E-04
2.405232E+02,-7.274309E-04
2.405232E+02,-7.175528E-04
2.405233E+02,-7.077116E-04
2.405233E+02,-6.979233E-04
2.405233E+02,-6.882027E-04
2.405233E+02,-6.785637E-04
2.405233E+02,-6.690189E-04
2.405233E+02,-6.595791E-04
2.405233E+02,-6.502539E-04
2.405234E+02,-6.410510E-04
2.405234E+02,-6.319764E-04
2.405234E+02,-6.230345E-04
2.405234E+02,-6.142278E-04
2.405234E+02,-6.055572E-04
2.405234E+02,-5.970216E-04
2.405234E+02,-5.886189E-04
2.405235E+02,-5.803448E-04
2.405235E+02,-5.721942E-04
2.405235E+02,-5.641605E-04
2.405235E+02,-5.562360E-04
2.405235E+02,-5.484121E-04
2.405235E+02,-5.406796E-04
2.405235E+02,-5.330285E-04
2.405235E+02,-5.254486E-04
2.405236E+02,-5.179295E-04
2.405236E+02,-5.104607E-04
2.405236E+02,-5.030320E-04
2.405236E+02,-4.956337E-04
2.405236E+02,-4.882562E-04
2.405236E+02,-4.808909E-04
2.405236E+02,-4.735300E-04
2.405236E+02,-4.661666E-04
2.405236E+02,-4.587947E-04
2.405236E+02,-4.514095E-04
2.405236E+02,-4.440075E-04
2.405236E+02,-4.365862E-04
2.405236E+02,-4.291445E-04
2.405236E+02,-4.216824E-04
2.405236E+02,-4.142013E-04
2.405236E+02,-4.067035E-04
2.405236E+02,-3.991928E-04
2.405236E+02,-3.916737E-04
2.405236E+02,-3.841518E-04
2.405236E+02,-3.766335E-04
2.405236E+02,-3.691260E-04
2.405236E+02,-3.616372E-04
2.405236E+02,-3.541752E-04
2.405236E+02,-3.467488E-04
2.405236E+02,-3.393667E-04
2.405235E+02,-3.320378E-04
2.405235E+02,-3.247710E-04
2.405235E+02,-3.175748E-04
2.405235E+02,-3.104577E-04
2.405235E+02,-3.034274E-04
2.405235E+02,-2.964913E-04
2.405235E+02,-2.896559E-04
2.405235E+02,-2.829272E-04
2.405235E+02,-2.763102E-04
2.405235E+02,-2.698092E-04
2.405234E+02,-2.634274E-04
2.405234E+02,-2.571672E-04
2.405234E+02,-2.510300E-04
2.405234E+02,-2.450162E-04
2.405234E+02,-2.391253E-04
2.405234E+02,-2.333558E-04
2.405234E+02,-2.277056E-04
2.405234E+02,-2.221715E-04
2.405234E+02,-2.167496E-04
2.405234E+02,-2.114356E-04
2.405233E+02,-2.062243E-04
2.405233E+02,-2.011103E-04
2.405233E+02,-1.960876E-04
2.405233E+02,-1.911500E-04
2.405233E+02,-1.862911E-04
2.405233E+02,-1.815046E-04
2.405233E+02,-1.767839E-04
2.405233E+02,-1.721229E-04
2.405233E+02,-1.675154E-04
2.405233E+02,-1.629558E-04
2.405233E+02,-1.584386E-04
2.405233E+02,-1.539590E-04
2.405233E+02,-1.495125E-04
2.405233E+02,-1.450955E-04
2.405233E+02,-1.407048E-04
2.405233E+02,-1.363378E-04
2.405233E+02,-1.319928E-04
2.405233E+02,-1.276686E-04
2.405233E+02,-1.233647E-04
2.405233E+02,-1.190814E-04
2.405233E+02,-1.148195E-04
2.405233E+02,-1.105805E-04
2.405233E+02,-1.063664E-04
2.405233E+02,-1.021799E-04
2.405233E+02,-9.802381E-05
2.405233E+02,-9.390169E-05
2.405233E+02,-8.981724E-05
2.405233E+02,-8.577448E-05
2.405233E+02,-8.177758E-05
2.405233E+02,-7.783082E-05
2.405234E+02,-7.393853E-05
2.405234E+02,-7.010497E-05
2.405234E+02,-6.633428E-05
2.405234E+02,-6.263043E-05
2.405234E+02,-5.899713E-05
2.405234E+02,-5.543778E-05
2.405234E+02,-5.195540E-05
2.405234E+02,-4.855263E-05
2.405234E+02,-4.523163E-05
2.405234E+02,-4.199411E-05
2.405234E+02,-3.884126E-05
2.405235E+02,-3.577377E-05
2.405235E+02,-3.279179E-05
2.405235E+02,-2.989497E-05
2.405235E+02,-2.708245E-05
2.405235E+02,-2.435288E-05
2.405235E+02,-2.170447E-05
2.405235E+02,-1.913496E-05
2.405235E+02,-1.664174E-05
2.405235E+02,-1.422183E-05
2.405235E+02,-1.187197E-05
2.405235E+02,-9.588626E-06
2.405235E+02,-7.368105E-06
2.405236E+02, 0.000000E+00
2.405236E+02, 0.000000E+00
2.405236E+02, 0.000000E+00
2.405236E+02, 0.000000E+00
2.405236E+02, 0.000000E+00
2.405236E+02, 0.000000E+00
2.405236E+02, 6.741379E-06
2.405236E+02, 8.597450E-06
2.405236E+02, 1.042362E-05
2.405236E+02, 1.222259E-05
2.405236E+02, 1.399673E-05
2.405236E+02, 1.574806E-05
2.405236E+02, 1.747824E-05
2.405236E+02, 1.918853E-05
2.405236E+02, 2.087982E-05
2.405236E+02, 2.255264E-05
2.405236E+02, 2.420711E-05
2.405236E+02, 2.584303E-05
2.405236E+02, 2.745984E-05
2.405236E+02, 2.905667E-05
2.405236E+02, 3.063238E-05
2.405236E+02, 3.218557E-05
2.405236E+02, 3.371462E-05
2.405236E+02, 3.521773E-05
2.405235E+02, 3.669298E-05
2.405235E+02, 3.813834E-05
2.405235E+02, 3.955173E-05
2.405235E+02, 4.093105E-05
2.405235E+02, 4.227424E-05
2.405235E+02, 4.357930E-05
2.405235E+02, 4.484434E-05
2.405235E+02, 4.606762E-05
2.405235E+02, 4.724756E-05
2.405235E+02, 4.838277E-05
2.405235E+02, 4.947211E-05
2.405235E+02, 5.051467E-05
2.405235E+02, 5.150981E-05
2.405235E+02, 5.245714E-05
2.405235E+02, 5.335658E-05
2.405234E+02, 5.420830E-05
2.405234E+02, 5.501278E-05
2.405234E+02, 5.577075E-05
2.405234E+02, 5.648321E-05
2.405234E+02, 5.715139E-05
