A,B,C,D,E
-1.382503E+03,1.147521E+05,-1.251997E-01,-2.349242E-01,7.050000E+00
-1.408487E+03,1.149139E+05,-1.252079E-01,-2.336939E-01,7.060000E+00
-1.434733E+03,1.150757E+05,-1.252140E-01,-2.322114E-01,7.070000E+00
-1.461242E+03,1.152374E+05,-1.252181E-01,-2.305045E-01,7.080000E+00
-1.488013E+03,1.153991E+05,-1.252201E-01,-2.286039E-01,7.090000E+00
-1.515045E+03,1.155607E+05,-1.252199E-01,-2.265425E-01,7.100000E+00
-1.542340E+03,1.157223E+05,-1.252177E-01,-2.243549E-01,7.110000E+00
-1.569896E+03,1.158839E+05,-1.252132E-01,-2.220766E-01,7.120000E+00
-1.597713E+03,1.160454E+05,-1.252066E-01,-2.197437E-01,7.130000E+00
-1.625791E+03,1.162068E+05,-1.251978E-01,-2.173924E-01,7.140000E+00
-1.654130E+03,1.163682E+05,-1.251869E-01,-2.150580E-01,7.150000E+00
-1.682730E+03,1.165296E+05,-1.251739E-01,-2.127748E-01,7.160000E+00
-1.711590E+03,1.166909E+05,-1.251588E-01,-2.105755E-01,7.170000E+00
-1.740710E+03,1.168522E+05,-1.251418E-01,-2.084907E-01,7.180000E+00
-1.770091E+03,1.170134E+05,-1.251228E-01,-2.065486E-01,7.190000E+00
-1.799731E+03,1.171746E+05,-1.251019E-01,-2.047743E-01,7.200000E+00
-1.829631E+03,1.173357E+05,-1.250793E-01,-2.031900E-01,7.210000E+00
-1.859790E+03,1.174968E+05,-1.250551E-01,-2.018143E-01,7.220000E+00
-1.890209E+03,1.176579E+05,-1.250295E-01,-2.006626E-01,7.230000E+00
-1.920887E+03,1.178188E+05,-1.250025E-01,-1.997460E-01,7.240000E+00
-1.951824E+03,1.179798E+05,-1.249743E-01,-1.990724E-01,7.250000E+00
-1.983020E+03,1.181407E+05,-1.249452E-01,-1.986455E-01,7.260000E+00
-2.014475E+03,1.183015E+05,-1.249152E-01,-1.984655E-01,7.270000E+00
-2.046188E+03,1.184623E+05,-1.248846E-01,-1.985288E-01,7.280000E+00
-2.078161E+03,1.186230E+05,-1.248536E-01,-1.988284E-01,7.290000E+00
-2.110392E+03,1.187837E+05,-1.248223E-01,-1.993537E-01,7.300000E+00
-2.142882E+03,1.189443E+05,-1.247910E-01,-2.000910E-01,7.310000E+00
-2.175630E+03,1.191049E+05,-1.247598E-01,-2.010239E-01,7.320000E+00
-2.208637E+03,1.192654E+05,-1.247289E-01,-2.021330E-01,7.330000E+00
-2.241902E+03,1.194259E+05,-1.246986E-01,-2.033972E-01,7.340000E+00
-2.275426E+03,1.195863E+05,-1.246689E-01,-2.047934E-01,7.350000E+00
-2.309208E+03,1.197467E+05,-1.246401E-01,-2.062969E-01,7.360000E+00
-2.343248E+03,1.199070E+05,-1.246123E-01,-2.078822E-01,7.370000E+00
-2.377547E+03,1.200672E+05,-1.245856E-01,-2.095233E-01,7.380000E+00
-2.412104E+03,1.202274E+05,-1.245601E-01,-2.111938E-01,7.390000E+00
-2.446919E+03,1.203876E+05,-1.245361E-01,-2.128675E-01,7.400000E+00
-2.481992E+03,1.205477E+05,-1.245135E-01,-2.145192E-01,7.410000E+00
-2.517324E+03,1.207077E+05,-1.244924E-01,-2.161242E-01,7.420000E+00
-2.552913E+03,1.208677E+05,-1.244729E-01,-2.176594E-01,7.430000E+00
-2.588761E+03,1.210276E+05,-1.244551E-01,-2.191034E-01,7.440000E+00
-2.624867E+03,1.211874E+05,-1.244390E-01,-2.204365E-01,7.450000E+00
-2.661231E+03,1.213472E+05,-1.244246E-01,-2.216414E-01,7.460000E+00
-2.697853E+03,1.215070E+05,-1.244120E-01,-2.227031E-01,7.470000E+00
-2.734732E+03,1.216667E+05,-1.244011E-01,-2.236089E-01,7.480000E+00
-2.771870E+03,1.218263E+05,-1.243920E-01,-2.243490E-01,7.490000E+00
-2.809265E+03,1.219858E+05,-1.243846E-01,-2.249164E-01,7.500000E+00
-2.846917E+03,1.221453E+05,-1.243790E-01,-2.253065E-01,7.510000E+00
-2.884828E+03,1.223048E+05,-1.243751E-01,-2.255179E-01,7.520000E+00
-2.922995E+03,1.224641E+05,-1.243729E-01,-2.255517E-01,7.530000E+00
-2.961420E+03,1.226235E+05,-1.243723E-01,-2.254115E-01,7.540000E+00
-3.000102E+03,1.227827E+05,-1.243734E-01,-2.251037E-01,7.550000E+00
-3.039042E+03,1.229419E+05,-1.243760E-01,-2.246371E-01,7.560000E+00
-3.078238E+03,1.231010E+05,-1.243801E-01,-2.240228E-01,7.570000E+00
-3.117690E+03,1.232601E+05,-1.243857E-01,-2.232738E-01,7.580000E+00
-3.157400E+03,1.234191E+05,-1.243927E-01,-2.224048E-01,7.590000E+00
-3.197366E+03,1.235780E+05,-1.244010E-01,-2.214322E-01,7.600000E+00
-3.237589E+03,1.237369E+05,-1.244106E-01,-2.203735E-01,7.610000E+00
-3.278068E+03,1.238957E+05,-1.244213E-01,-2.192473E-01,7.620000E+00
-3.318802E+03,1.240544E+05,-1.244332E-01,-2.180724E-01,7.630000E+00
-3.359793E+03,1.242131E+05,-1.244461E-01,-2.168684E-01,7.640000E+00
-3.401040E+03,1.243717E+05,-1.244600E-01,-2.156546E-01,7.650000E+00
-3.442543E+03,1.245303E+05,-1.244747E-01,-2.144501E-01,7.660000E+00
-3.484301E+03,1.246887E+05,-1.244902E-01,-2.132733E-01,7.670000E+00
-3.526315E+03,1.248471E+05,-1.245065E-01,-2.121419E-01,7.680000E+00
-3.568585E+03,1.250055E+05,-1.245233E-01,-2.110724E-01,7.690000E+00
-3.611109E+03,1.251638E+05,-1.245407E-01,-2.100801E-01,7.700000E+00
-3.653889E+03,1.253220E+05,-1.245586E-01,-2.091786E-01,7.710000E+00
-3.696924E+03,1.254801E+05,-1.245769E-01,-2.083800E-01,7.720000E+00
-3.740214E+03,1.256382E+05,-1.245955E-01,-2.076945E-01,7.730000E+00
-3.783759E+03,1.257961E+05,-1.246144E-01,-2.071302E-01,7.740000E+00
-3.827559E+03,1.259541E+05,-1.246334E-01,-2.066935E-01,7.750000E+00
-3.871614E+03,1.261119E+05,-1.246526E-01,-2.063886E-01,7.760000E+00
-3.915924E+03,1.262697E+05,-1.246718E-01,-2.062175E-01,7.770000E+00
-3.960488E+03,1.264274E+05,-1.246911E-01,-2.061804E-01,7.780000E+00
-4.005307E+03,1.265850E+05,-1.247103E-01,-2.062754E-01,7.790000E+00
-4.050381E+03,1.267426E+05,-1.247295E-01,-2.064987E-01,7.800000E+00
-4.095709E+03,1.269001E+05,-1.247484E-01,-2.068445E-01,7.810000E+00
-4.141292E+03,1.270575E+05,-1.247672E-01,-2.073053E-01,7.820000E+00
-4.187129E+03,1.272149E+05,-1.247858E-01,-2.078723E-01,7.830000E+00
-4.233221E+03,1.273721E+05,-1.248040E-01,-2.085349E-01,7.840000E+00
-4.279567E+03,1.275293E+05,-1.248219E-01,-2.092816E-01,7.850000E+00
-4.326167E+03,1.276864E+05,-1.248393E-01,-2.100998E-01,7.860000E+00
-4.373022E+03,1.278435E+05,-1.248563E-01,-2.109761E-01,7.870000E+00
-4.420131E+03,1.280004E+05,-1.248729E-01,-2.118966E-01,7.880000E+00
-4.467495E+03,1.281573E+05,-1.248888E-01,-2.128469E-01,7.890000E+00
-4.515112E+03,1.283142E+05,-1.249042E-01,-2.138127E-01,7.900000E+00
-4.562984E+03,1.284709E+05,-1.249189E-01,-2.147797E-01,7.910000E+00
-4.611111E+03,1.286275E+05,-1.249329E-01,-2.157339E-01,7.920000E+00
-4.659491E+03,1.287841E+05,-1.249462E-01,-2.166619E-01,7.930000E+00
-4.708125E+03,1.289406E+05,-1.249587E-01,-2.175510E-01,7.940000E+00
-4.757014E+03,1.290971E+05,-1.249703E-01,-2.183893E-01,7.950000E+00
-4.806156E+03,1.292534E+05,-1.249811E-01,-2.191661E-01,7.960000E+00
-4.855553E+03,1.294097E+05,-1.249910E-01,-2.198718E-01,7.970000E+00
-4.905203E+03,1.295658E+05,-1.249999E-01,-2.204980E-01,7.980000E+00
-4.955107E+03,1.297219E+05,-1.250078E-01,-2.210379E-01,7.990000E+00
-5.005265E+03,1.298780E+05,-1.250148E-01,-2.214860E-01,8.000000E+00
-5.055677E+03,1.300339E+05,-1.250207E-01,-2.218384E-01,8.010000E+00
-5.106342E+03,1.301898E+05,-1.250255E-01,-2.220926E-01,8.020000E+00
-5.157261E+03,1.303455E+05,-1.250293E-01,-2.222477E-01,8.030000E+00
-5.208433E+03,1.305012E+05,-1.250319E-01,-2.223043E-01,8.040000E+00
-5.259859E+03,1.306568E+05,-1.250335E-01,-2.222645E-01,8.050000E+00
-5.311538E+03,1.308123E+05,-1.250339E-01,-2.221317E-01,8.060000E+00
-5.363469E+03,1.309678E+05,-1.250333E-01,-2.219108E-01,8.070000E+00
-5.415654E+03,1.311231E+05,-1.250315E-01,-2.216078E-01,8.080000E+00
-5.468092E+03,1.312784E+05,-1.250286E-01,-2.212298E-01,8.090000E+00
-5.520783E+03,1.314336E+05,-1.250246E-01,-2.207849E-01,8.100000E+00
-5.573726E+03,1.315887E+05,-1.250195E-01,-2.202821E-01,8.110000E+00
-5.626922E+03,1.317437E+05,-1.250134E-01,-2.197309E-01,8.120000E+00
-5.680370E+03,1.318986E+05,-1.250062E-01,-2.191415E-01,8.130000E+00
-5.734070E+03,1.320535E+05,-1.249980E-01,-2.185243E-01,8.140000E+00
-5.788023E+03,1.322082E+05,-1.249889E-01,-2.178899E-01,8.150000E+00
-5.842228E+03,1.323629E+05,-1.249788E-01,-2.172490E-01,8.160000E+00
-5.896685E+03,1.325174E+05,-1.249679E-01,-2.166121E-01,8.170000E+00
-5.951393E+03,1.326719E+05,-1.249561E-01,-2.159894E-01,8.180000E+00
-6.006353E+03,1.328263E+05,-1.249435E-01,-2.153905E-01,8.190000E+00
-6.061565E+03,1.329806E+05,-1.249302E-01,-2.148245E-01,8.200000E+00
-6.117029E+03,1.331348E+05,-1.249162E-01,-2.143000E-01,8.210000E+00
-6.172743E+03,1.332890E+05,-1.249016E-01,-2.138244E-01,8.220000E+00
-6.228709E+03,1.334430E+05,-1.248865E-01,-2.134043E-01,8.230000E+00
-6.284926E+03,1.335969E+05,-1.248710E-01,-2.130456E-01,8.240000E+00
-6.341394E+03,1.337508E+05,-1.248550E-01,-2.127527E-01,8.250000E+00
-6.398113E+03,1.339045E+05,-1.248388E-01,-2.125291E-01,8.260000E+00
-6.455083E+03,1.340582E+05,-1.248223E-01,-2.123772E-01,8.270000E+00
-6.512303E+03,1.342118E+05,-1.248057E-01,-2.122983E-01,8.280000E+00
-6.569774E+03,1.343652E+05,-1.247890E-01,-2.122923E-01,8.290000E+00
-6.627496E+03,1.345186E+05,-1.247723E-01,-2.123584E-01,8.300000E+00
-6.685468E+03,1.346719E+05,-1.247557E-01,-2.124943E-01,8.310000E+00
-6.743690E+03,1.348251E+05,-1.247393E-01,-2.126970E-01,8.320000E+00
-6.802163E+03,1.349782E+05,-1.247231E-01,-2.129624E-01,8.330000E+00
-6.860885E+03,1.351312E+05,-1.247073E-01,-2.132856E-01,8.340000E+00
-6.919858E+03,1.352841E+05,-1.246919E-01,-2.136609E-01,8.350000E+00
-6.979080E+03,1.354369E+05,-1.246770E-01,-2.140818E-01,8.360000E+00
-7.038552E+03,1.355896E+05,-1.246626E-01,-2.145415E-01,8.370000E+00
-7.098274E+03,1.357423E+05,-1.246489E-01,-2.150326E-01,8.380000E+00
-7.158246E+03,1.358948E+05,-1.246358E-01,-2.155475E-01,8.390000E+00
-7.218466E+03,1.360472E+05,-1.246235E-01,-2.160782E-01,8.400000E+00
-7.278937E+03,1.361995E+05,-1.246120E-01,-2.166169E-01,8.410000E+00
-7.339656E+03,1.363517E+05,-1.246013E-01,-2.171556E-01,8.420000E+00
-7.400625E+03,1.365039E+05,-1.245915E-01,-2.176867E-01,8.430000E+00
-7.461843E+03,1.366559E+05,-1.245826E-01,-2.182028E-01,8.440000E+00
-7.523310E+03,1.368078E+05,-1.245747E-01,-2.186967E-01,8.450000E+00
-7.585025E+03,1.369596E+05,-1.245677E-01,-2.191621E-01,8.460000E+00
-7.646990E+03,1.371113E+05,-1.245617E-01,-2.195928E-01,8.470000E+00
-7.709202E+03,1.372630E+05,-1.245567E-01,-2.199837E-01,8.480000E+00
-7.771664E+03,1.374145E+05,-1.245527E-01,-2.203301E-01,8.490000E+00
-7.834373E+03,1.375659E+05,-1.245498E-01,-2.206281E-01,8.500000E+00
-7.897331E+03,1.377172E+05,-1.245478E-01,-2.208749E-01,8.510000E+00
-7.960537E+03,1.378684E+05,-1.245469E-01,-2.210681E-01,8.520000E+00
-8.023991E+03,1.380195E+05,-1.245469E-01,-2.212064E-01,8.530000E+00
-8.087692E+03,1.381705E+05,-1.245479E-01,-2.212894E-01,8.540000E+00
-8.151641E+03,1.383214E+05,-1.245499E-01,-2.213173E-01,8.550000E+00
-8.215838E+03,1.384722E+05,-1.245527E-01,-2.212914E-01,8.560000E+00
-8.280282E+03,1.386229E+05,-1.245565E-01,-2.212135E-01,8.570000E+00
-8.344972E+03,1.387734E+05,-1.245612E-01,-2.210863E-01,8.580000E+00
-8.409910E+03,1.389239E+05,-1.245667E-01,-2.209133E-01,8.590000E+00
-8.475095E+03,1.390743E+05,-1.245730E-01,-2.206982E-01,8.600000E+00
-8.540526E+03,1.392245E+05,-1.245800E-01,-2.204457E-01,8.610000E+00
-8.606204E+03,1.393747E+05,-1.245877E-01,-2.201607E-01,8.620000E+00
-8.672128E+03,1.395247E+05,-1.245962E-01,-2.198485E-01,8.630000E+00
-8.738298E+03,1.396747E+05,-1.246052E-01,-2.195147E-01,8.640000E+00
-8.804714E+03,1.398245E+05,-1.246147E-01,-2.191651E-01,8.650000E+00
-8.871376E+03,1.399742E+05,-1.246248E-01,-2.188057E-01,8.660000E+00
-8.938284E+03,1.401238E+05,-1.246354E-01,-2.184423E-01,8.670000E+00
-9.005437E+03,1.402733E+05,-1.246464E-01,-2.180808E-01,8.680000E+00
-9.072835E+03,1.404227E+05,-1.246577E-01,-2.177267E-01,8.690000E+00
-9.140478E+03,1.405720E+05,-1.246693E-01,-2.173856E-01,8.700000E+00
-9.208366E+03,1.407211E+05,-1.246812E-01,-2.170625E-01,8.710000E+00
-9.276499E+03,1.408702E+05,-1.246932E-01,-2.167620E-01,8.720000E+00
-9.344876E+03,1.410191E+05,-1.247054E-01,-2.164885E-01,8.730000E+00
-9.413498E+03,1.411679E+05,-1.247177E-01,-2.162455E-01,8.740000E+00
-9.482364E+03,1.413167E+05,-1.247301E-01,-2.160363E-01,8.750000E+00
-9.551474E+03,1.414653E+05,-1.247424E-01,-2.158635E-01,8.760000E+00
-9.620827E+03,1.416137E+05,-1.247547E-01,-2.157289E-01,8.770000E+00
-9.690425E+03,1.417621E+05,-1.247670E-01,-2.156340E-01,8.780000E+00
-9.760265E+03,1.419104E+05,-1.247790E-01,-2.155794E-01,8.790000E+00
-9.830349E+03,1.420585E+05,-1.247909E-01,-2.155652E-01,8.800000E+00
-9.900677E+03,1.422065E+05,-1.248026E-01,-2.155908E-01,8.810000E+00
-9.971247E+03,1.423545E+05,-1.248140E-01,-2.156551E-01,8.820000E+00
-1.004206E+04,1.425023E+05,-1.248251E-01,-2.157563E-01,8.830000E+00
-1.011312E+04,1.426499E+05,-1.248359E-01,-2.158923E-01,8.840000E+00
-1.018441E+04,1.427975E+05,-1.248463E-01,-2.160603E-01,8.850000E+00
-1.025595E+04,1.429449E+05,-1.248563E-01,-2.162572E-01,8.860000E+00
-1.032774E+04,1.430923E+05,-1.248659E-01,-2.164794E-01,8.870000E+00
-1.039976E+04,1.432395E+05,-1.248750E-01,-2.167231E-01,8.880000E+00
-1.047203E+04,1.433866E+05,-1.248836E-01,-2.169843E-01,8.890000E+00
-1.054453E+04,1.435336E+05,-1.248917E-01,-2.172586E-01,8.900000E+00
-1.061728E+04,1.436804E+05,-1.248993E-01,-2.175418E-01,8.910000E+00
-1.069027E+04,1.438271E+05,-1.249063E-01,-2.178294E-01,8.920000E+00
-1.076351E+04,1.439738E+05,-1.249127E-01,-2.181171E-01,8.930000E+00
-1.083698E+04,1.441202E+05,-1.249186E-01,-2.184005E-01,8.940000E+00
-1.091069E+04,1.442666E+05,-1.249238E-01,-2.186757E-01,8.950000E+00
-1.098464E+04,1.444129E+05,-1.249283E-01,-2.189386E-01,8.960000E+00
-1.105884E+04,1.445590E+05,-1.249323E-01,-2.191856E-01,8.970000E+00
-1.113327E+04,1.447050E+05,-1.249355E-01,-2.194135E-01,8.980000E+00
-1.120794E+04,1.448509E+05,-1.249381E-01,-2.196193E-01,8.990000E+00
-1.128286E+04,1.449967E+05,-1.249401E-01,-2.198004E-01,9.000000E+00
-1.135801E+04,1.451423E+05,-1.249414E-01,-2.199546E-01,9.010000E+00
-1.143340E+04,1.452878E+05,-1.249419E-01,-2.200804E-01,9.020000E+00
-1.150903E+04,1.454332E+05,-1.249419E-01,-2.201765E-01,9.030000E+00
-1.158490E+04,1.455785E+05,-1.249411E-01,-2.202421E-01,9.040000E+00
-1.166101E+04,1.457236E+05,-1.249397E-01,-2.202770E-01,9.050000E+00
-1.173736E+04,1.458686E+05,-1.249376E-01,-2.202814E-01,9.060000E+00
-1.181395E+04,1.460135E+05,-1.249349E-01,-2.202558E-01,9.070000E+00
-1.189077E+04,1.461583E+05,-1.249316E-01,-2.202015E-01,9.080000E+00
-1.196783E+04,1.463029E+05,-1.249276E-01,-2.201198E-01,9.090000E+00
-1.204513E+04,1.464474E+05,-1.249230E-01,-2.200127E-01,9.100000E+00
-1.212267E+04,1.465918E+05,-1.249179E-01,-2.198823E-01,9.110000E+00
-1.220044E+04,1.467361E+05,-1.249122E-01,-2.197312E-01,9.120000E+00
-1.227845E+04,1.468802E+05,-1.249059E-01,-2.195621E-01,9.130000E+00
-1.235670E+04,1.470242E+05,-1.248992E-01,-2.193779E-01,9.140000E+00
-1.243519E+04,1.471681E+05,-1.248920E-01,-2.191819E-01,9.150000E+00
-1.251391E+04,1.473118E+05,-1.248843E-01,-2.189772E-01,9.160000E+00
-1.259286E+04,1.474554E+05,-1.248762E-01,-2.187671E-01,9.170000E+00
-1.267206E+04,1.475989E+05,-1.248678E-01,-2.185550E-01,9.180000E+00
-1.275149E+04,1.477423E+05,-1.248589E-01,-2.183440E-01,9.190000E+00
-1.283115E+04,1.478855E+05,-1.248498E-01,-2.181373E-01,9.200000E+00
-1.291105E+04,1.480286E+05,-1.248405E-01,-2.179379E-01,9.210000E+00
-1.299118E+04,1.481715E+05,-1.248309E-01,-2.177488E-01,9.220000E+00
-1.307155E+04,1.483144E+05,-1.248211E-01,-2.175723E-01,9.230000E+00
-1.315216E+04,1.484570E+05,-1.248112E-01,-2.174110E-01,9.240000E+00
-1.323300E+04,1.485996E+05,-1.248012E-01,-2.172669E-01,9.250000E+00
-1.331407E+04,1.487420E+05,-1.247911E-01,-2.171418E-01,9.260000E+00
-1.339537E+04,1.488843E+05,-1.247810E-01,-2.170371E-01,9.270000E+00
-1.347691E+04,1.490265E+05,-1.247710E-01,-2.169539E-01,9.280000E+00
-1.355869E+04,1.491685E+05,-1.247610E-01,-2.168929E-01,9.290000E+00
-1.364069E+04,1.493104E+05,-1.247512E-01,-2.168545E-01,9.300000E+00
-1.372293E+04,1.494522E+05,-1.247415E-01,-2.168389E-01,9.310000E+00
-1.380541E+04,1.495938E+05,-1.247320E-01,-2.168456E-01,9.320000E+00
-1.388811E+04,1.497353E+05,-1.247228E-01,-2.168740E-01,9.330000E+00
-1.397105E+04,1.498766E+05,-1.247139E-01,-2.169233E-01,9.340000E+00
-1.405422E+04,1.500178E+05,-1.247053E-01,-2.169921E-01,9.350000E+00
-1.413762E+04,1.501589E+05,-1.246970E-01,-2.170788E-01,9.360000E+00
-1.422125E+04,1.502999E+05,-1.246892E-01,-2.171819E-01,9.370000E+00
-1.430512E+04,1.504407E+05,-1.246817E-01,-2.172993E-01,9.380000E+00
-1.438921E+04,1.505813E+05,-1.246748E-01,-2.174288E-01,9.390000E+00
-1.447354E+04,1.507219E+05,-1.246683E-01,-2.175683E-01,9.400000E+00
-1.455810E+04,1.508622E+05,-1.246623E-01,-2.177153E-01,9.410000E+00
-1.464289E+04,1.510025E+05,-1.246569E-01,-2.178674E-01,9.420000E+00
-1.472790E+04,1.511426E+05,-1.246520E-01,-2.180221E-01,9.430000E+00
-1.481315E+04,1.512826E+05,-1.246477E-01,-2.181771E-01,9.440000E+00
-1.489863E+04,1.514224E+05,-1.246439E-01,-2.183299E-01,9.450000E+00
-1.498434E+04,1.515621E+05,-1.246408E-01,-2.184782E-01,9.460000E+00
-1.507028E+04,1.517016E+05,-1.246382E-01,-2.186198E-01,9.470000E+00
-1.515645E+04,1.518410E+05,-1.246363E-01,-2.187528E-01,9.480000E+00
-1.524284E+04,1.519803E+05,-1.246350E-01,-2.188753E-01,9.490000E+00
-1.532947E+04,1.521194E+05,-1.246343E-01,-2.189855E-01,9.500000E+00
-1.541632E+04,1.522584E+05,-1.246341E-01,-2.190822E-01,9.510000E+00
-1.550340E+04,1.523972E+05,-1.246346E-01,-2.191640E-01,9.520000E+00
-1.559071E+04,1.525359E+05,-1.246357E-01,-2.192301E-01,9.530000E+00
-1.567825E+04,1.526745E+05,-1.246373E-01,-2.192798E-01,9.540000E+00
-1.576601E+04,1.528129E+05,-1.246395E-01,-2.193126E-01,9.550000E+00
-1.585400E+04,1.529512E+05,-1.246422E-01,-2.193284E-01,9.560000E+00
-1.594222E+04,1.530893E+05,-1.246455E-01,-2.193273E-01,9.570000E+00
-1.603067E+04,1.532272E+05,-1.246492E-01,-2.193096E-01,9.580000E+00
-1.611934E+04,1.533651E+05,-1.246534E-01,-2.192760E-01,9.590000E+00
-1.620824E+04,1.535028E+05,-1.246581E-01,-2.192272E-01,9.600000E+00
-1.629737E+04,1.536403E+05,-1.246632E-01,-2.191644E-01,9.610000E+00
-1.638672E+04,1.537777E+05,-1.246687E-01,-2.190887E-01,9.620000E+00
-1.647629E+04,1.539149E+05,-1.246746E-01,-2.190015E-01,9.630000E+00
-1.656610E+04,1.540520E+05,-1.246808E-01,-2.189045E-01,9.640000E+00
-1.665612E+04,1.541890E+05,-1.246873E-01,-2.187991E-01,9.650000E+00
-1.674638E+04,1.543257E+05,-1.246941E-01,-2.186872E-01,9.660000E+00
-1.683685E+04,1.544624E+05,-1.247011E-01,-2.185706E-01,9.670000E+00
-1.692755E+04,1.545989E+05,-1.247084E-01,-2.184511E-01,9.680000E+00
-1.701848E+04,1.547352E+05,-1.247158E-01,-2.183305E-01,9.690000E+00
-1.710963E+04,1.548714E+05,-1.247233E-01,-2.182106E-01,9.700000E+00
-1.720100E+04,1.550075E+05,-1.247310E-01,-2.180933E-01,9.710000E+00
-1.729260E+04,1.551434E+05,-1.247387E-01,-2.179801E-01,9.720000E+00
-1.738441E+04,1.552792E+05,-1.247464E-01,-2.178727E-01,9.730000E+00
-1.747646E+04,1.554148E+05,-1.247542E-01,-2.177726E-01,9.740000E+00
-1.756872E+04,1.555502E+05,-1.247619E-01,-2.176809E-01,9.750000E+00
-1.766121E+04,1.556855E+05,-1.247696E-01,-2.175990E-01,9.760000E+00
-1.775392E+04,1.558206E+05,-1.247772E-01,-2.175277E-01,9.770000E+00
-1.784685E+04,1.559556E+05,-1.247846E-01,-2.174679E-01,9.780000E+00
-1.794000E+04,1.560905E+05,-1.247920E-01,-2.174202E-01,9.790000E+00
-1.803337E+04,1.562252E+05,-1.247991E-01,-2.173850E-01,9.800000E+00
-1.812697E+04,1.563597E+05,-1.248060E-01,-2.173626E-01,9.810000E+00
-1.822078E+04,1.564941E+05,-1.248127E-01,-2.173528E-01,9.820000E+00
-1.831482E+04,1.566283E+05,-1.248192E-01,-2.173557E-01,9.830000E+00
-1.840908E+04,1.567624E+05,-1.248254E-01,-2.173708E-01,9.840000E+00
-1.850355E+04,1.568963E+05,-1.248313E-01,-2.173975E-01,9.850000E+00
-1.859825E+04,1.570300E+05,-1.248369E-01,-2.174352E-01,9.860000E+00
-1.869316E+04,1.571636E+05,-1.248421E-01,-2.174831E-01,9.870000E+00
-1.878830E+04,1.572971E+05,-1.248470E-01,-2.175401E-01,9.880000E+00
-1.888365E+04,1.574304E+05,-1.248516E-01,-2.176052E-01,9.890000E+00
-1.897922E+04,1.575635E+05,-1.248557E-01,-2.176772E-01,9.900000E+00
-1.907502E+04,1.576965E+05,-1.248595E-01,-2.177547E-01,9.910000E+00
-1.917103E+04,1.578293E+05,-1.248629E-01,-2.178365E-01,9.920000E+00
-1.926725E+04,1.579620E+05,-1.248658E-01,-2.179213E-01,9.930000E+00
-1.936370E+04,1.580945E+05,-1.248684E-01,-2.180076E-01,9.940000E+00
-1.946036E+04,1.582268E+05,-1.248705E-01,-2.180940E-01,9.950000E+00
-1.955724E+04,1.583590E+05,-1.248722E-01,-2.181793E-01,9.960000E+00
-1.965434E+04,1.584910E+05,-1.248735E-01,-2.182622E-01,9.970000E+00
-1.975165E+04,1.586229E+05,-1.248743E-01,-2.183414E-01,9.980000E+00
-1.984918E+04,1.587546E+05,-1.248747E-01,-2.184157E-01,9.990000E+00
-1.994693E+04,1.588862E+05,-1.248747E-01,-2.184843E-01,1.000000E+01
-2.004489E+04,1.590175E+05,-1.248743E-01,-2.185461E-01,1.001000E+01
-2.014307E+04,1.591488E+05,-1.248734E-01,-2.186003E-01,1.002000E+01
-2.024146E+04,1.592798E+05,-1.248722E-01,-2.186463E-01,1.003000E+01
-2.034007E+04,1.594107E+05,-1.248705E-01,-2.186835E-01,1.004000E+01
-2.043889E+04,1.595415E+05,-1.248684E-01,-2.187116E-01,1.005000E+01
-2.053793E+04,1.596721E+05,-1.248660E-01,-2.187303E-01,1.006000E+01
-2.063718E+04,1.598025E+05,-1.248632E-01,-2.187396E-01,1.007000E+01
-2.073665E+04,1.599327E+05,-1.248600E-01,-2.187394E-01,1.008000E+01
-2.083633E+04,1.600628E+05,-1.248565E-01,-2.187300E-01,1.009000E+01
-2.093622E+04,1.601927E+05,-1.248527E-01,-2.187117E-01,1.010000E+01
-2.103633E+04,1.603225E+05,-1.248486E-01,-2.186849E-01,1.011000E+01
-2.113665E+04,1.604521E+05,-1.248441E-01,-2.186504E-01,1.012000E+01
-2.123718E+04,1.605815E+05,-1.248394E-01,-2.186087E-01,1.013000E+01
-2.133793E+04,1.607108E+05,-1.248345E-01,-2.185605E-01,1.014000E+01
-2.143888E+04,1.608399E+05,-1.248293E-01,-2.185069E-01,1.015000E+01
-2.154005E+04,1.609688E+05,-1.248240E-01,-2.184487E-01,1.016000E+01
-2.164143E+04,1.610976E+05,-1.248184E-01,-2.183868E-01,1.017000E+01
-2.174302E+04,1.612262E+05,-1.248127E-01,-2.183223E-01,1.018000E+01
-2.184483E+04,1.613546E+05,-1.248068E-01,-2.182562E-01,1.019000E+01
-2.194684E+04,1.614829E+05,-1.248009E-01,-2.181895E-01,1.020000E+01
-2.204906E+04,1.616110E+05,-1.247948E-01,-2.181233E-01,1.021000E+01
-2.215150E+04,1.617389E+05,-1.247887E-01,-2.180585E-01,1.022000E+01
-2.225414E+04,1.618667E+05,-1.247826E-01,-2.179960E-01,1.023000E+01
-2.235700E+04,1.619943E+05,-1.247765E-01,-2.179368E-01,1.024000E+01
-2.246006E+04,1.621217E+05,-1.247703E-01,-2.178816E-01,1.025000E+01
-2.256333E+04,1.622490E+05,-1.247643E-01,-2.178312E-01,1.026000E+01
-2.266681E+04,1.623760E+05,-1.247582E-01,-2.177862E-01,1.027000E+01
-2.277050E+04,1.625030E+05,-1.247523E-01,-2.177473E-01,1.028000E+01
-2.287440E+04,1.626297E+05,-1.247465E-01,-2.177147E-01,1.029000E+01
