A,B,C,D,E
-9.805434E+04,1.990809E+05,-1.247622E-01,-2.181080E-01,1.555000E+01
-9.821820E+04,1.990840E+05,-1.247626E-01,-2.181081E-01,1.556000E+01
-9.838206E+04,1.990868E+05,-1.247631E-01,-2.181082E-01,1.557000E+01
-9.854593E+04,1.990893E+05,-1.247635E-01,-2.181083E-01,1.558000E+01
-9.870980E+04,1.990916E+05,-1.247640E-01,-2.181084E-01,1.559000E+01
-9.887368E+04,1.990936E+05,-1.247644E-01,-2.181085E-01,1.560000E+01
-9.903756E+04,1.990953E+05,-1.247649E-01,-2.181086E-01,1.561000E+01
-9.920144E+04,1.990968E+05,-1.247653E-01,-2.181086E-01,1.562000E+01
-9.936533E+04,1.990980E+05,-1.247658E-01,-2.181087E-01,1.563000E+01
-9.952921E+04,1.990989E+05,-1.247662E-01,-2.181087E-01,1.564000E+01
-9.969310E+04,1.990996E+05,-1.247666E-01,-2.181087E-01,1.565000E+01
-9.985699E+04,1.991000E+05,-1.247670E-01,-2.181087E-01,1.566000E+01
-1.000209E+05,1.991001E+05,-1.247675E-01,-2.181087E-01,1.567000E+01
-1.001848E+05,1.990999E+05,-1.247678E-01,-2.181087E-01,1.568000E+01
-1.003487E+05,1.990995E+05,-1.247682E-01,-2.181086E-01,1.569000E+01
-1.005125E+05,1.990988E+05,-1.247686E-01,-2.181086E-01,1.570000E+01
-1.006764E+05,1.990979E+05,-1.247689E-01,-2.181085E-01,1.571000E+01
-1.008403E+05,1.990966E+05,-1.247692E-01,-2.181084E-01,1.572000E+01
-1.010042E+05,1.990951E+05,-1.247695E-01,-2.181083E-01,1.573000E+01
-1.011681E+05,1.990934E+05,-1.247698E-01,-2.181082E-01,1.574000E+01
-1.013319E+05,1.990913E+05,-1.247701E-01,-2.181081E-01,1.575000E+01
-1.014958E+05,1.990890E+05,-1.247703E-01,-2.181079E-01,1.576000E+01
-1.016597E+05,1.990865E+05,-1.247705E-01,-2.181078E-01,1.577000E+01
-1.018236E+05,1.990836E+05,-1.247707E-01,-2.181076E-01,1.578000E+01
-1.019874E+05,1.990805E+05,-1.247709E-01,-2.181075E-01,1.579000E+01
-1.021513E+05,1.990771E+05,-1.247710E-01,-2.181073E-01,1.580000E+01
-1.023151E+05,1.990735E+05,-1.247711E-01,-2.181071E-01,1.581000E+01
-1.024790E+05,1.990696E+05,-1.247712E-01,-2.181070E-01,1.582000E+01
-1.026428E+05,1.990654E+05,-1.247713E-01,-2.181068E-01,1.583000E+01
-1.028066E+05,1.990609E+05,-1.247713E-01,-2.181067E-01,1.584000E+01
-1.029704E+05,1.990562E+05,-1.247713E-01,-2.181065E-01,1.585000E+01
-1.031343E+05,1.990512E+05,-1.247713E-01,-2.181064E-01,1.586000E+01
-1.032981E+05,1.990460E+05,-1.247712E-01,-2.181062E-01,1.587000E+01
-1.034619E+05,1.990404E+05,-1.247711E-01,-2.181061E-01,1.588000E+01
-1.036256E+05,1.990346E+05,-1.247710E-01,-2.181060E-01,1.589000E+01
-1.037894E+05,1.990286E+05,-1.247709E-01,-2.181059E-01,1.590000E+01
-1.039532E+05,1.990222E+05,-1.247708E-01,-2.181058E-01,1.591000E+01
-1.041169E+05,1.990156E+05,-1.247706E-01,-2.181057E-01,1.592000E+01
-1.042807E+05,1.990087E+05,-1.247704E-01,-2.181056E-01,1.593000E+01
-1.044444E+05,1.990016E+05,-1.247702E-01,-2.181056E-01,1.594000E+01
-1.046081E+05,1.989942E+05,-1.247700E-01,-2.181055E-01,1.595000E+01
-1.047718E+05,1.989865E+05,-1.247697E-01,-2.181055E-01,1.596000E+01
-1.049355E+05,1.989785E+05,-1.247695E-01,-2.181055E-01,1.597000E+01
-1.050992E+05,1.989703E+05,-1.247692E-01,-2.181055E-01,1.598000E+01
-1.052629E+05,1.989618E+05,-1.247689E-01,-2.181055E-01,1.599000E+01
-1.054266E+05,1.989531E+05,-1.247686E-01,-2.181055E-01,1.600000E+01
-1.055902E+05,1.989441E+05,-1.247683E-01,-2.181055E-01,1.601000E+01
-1.057538E+05,1.989348E+05,-1.247679E-01,-2.181055E-01,1.602000E+01
-1.059174E+05,1.989252E+05,-1.247676E-01,-2.181055E-01,1.603000E+01
-1.060810E+05,1.989154E+05,-1.247673E-01,-2.181056E-01,1.604000E+01
-1.062446E+05,1.989053E+05,-1.247669E-01,-2.181056E-01,1.605000E+01
-1.064082E+05,1.988949E+05,-1.247665E-01,-2.181056E-01,1.606000E+01
-1.065717E+05,1.988843E+05,-1.247662E-01,-2.181057E-01,1.607000E+01
-1.067352E+05,1.988734E+05,-1.247658E-01,-2.181057E-01,1.608000E+01
-1.068987E+05,1.988622E+05,-1.247655E-01,-2.181057E-01,1.609000E+01
-1.070622E+05,1.988507E+05,-1.247651E-01,-2.181058E-01,1.610000E+01
-1.072257E+05,1.988390E+05,-1.247648E-01,-2.181058E-01,1.611000E+01
-1.073891E+05,1.988271E+05,-1.247644E-01,-2.181058E-01,1.612000E+01
-1.075526E+05,1.988148E+05,-1.247641E-01,-2.181058E-01,1.613000E+01
-1.077160E+05,1.988023E+05,-1.247637E-01,-2.181058E-01,1.614000E+01
-1.078794E+05,1.987895E+05,-1.247634E-01,-2.181058E-01,1.615000E+01
-1.080427E+05,1.987765E+05,-1.247631E-01,-2.181058E-01,1.616000E+01
-1.082061E+05,1.987631E+05,-1.247628E-01,-2.181058E-01,1.617000E+01
-1.083694E+05,1.987495E+05,-1.247625E-01,-2.181058E-01,1.618000E+01
-1.085327E+05,1.987357E+05,-1.247622E-01,-2.181058E-01,1.619000E+01
-1.086960E+05,1.987216E+05,-1.247619E-01,-2.181057E-01,1.620000E+01
-1.088593E+05,1.987072E+05,-1.247617E-01,-2.181057E-01,1.621000E+01
-1.090225E+05,1.986925E+05,-1.247614E-01,-2.181056E-01,1.622000E+01
-1.091857E+05,1.986776E+05,-1.247612E-01,-2.181055E-01,1.623000E+01
-1.093489E+05,1.986624E+05,-1.247610E-01,-2.181055E-01,1.624000E+01
-1.095120E+05,1.986469E+05,-1.247608E-01,-2.181054E-01,1.625000E+01
-1.096752E+05,1.986312E+05,-1.247607E-01,-2.181053E-01,1.626000E+01
-1.098383E+05,1.986152E+05,-1.247605E-01,-2.181052E-01,1.627000E+01
-1.100013E+05,1.985989E+05,-1.247604E-01,-2.181051E-01,1.628000E+01
-1.101644E+05,1.985824E+05,-1.247603E-01,-2.181050E-01,1.629000E+01
-1.103274E+05,1.985656E+05,-1.247602E-01,-2.181049E-01,1.630000E+01
-1.104904E+05,1.985485E+05,-1.247601E-01,-2.181048E-01,1.631000E+01
-1.106534E+05,1.985312E+05,-1.247601E-01,-2.181047E-01,1.632000E+01
-1.108163E+05,1.985136E+05,-1.247601E-01,-2.181046E-01,1.633000E+01
-1.109792E+05,1.984957E+05,-1.247601E-01,-2.181045E-01,1.634000E+01
-1.111421E+05,1.984775E+05,-1.247601E-01,-2.181044E-01,1.635000E+01
-1.113050E+05,1.984591E+05,-1.247601E-01,-2.181043E-01,1.636000E+01
-1.114678E+05,1.984404E+05,-1.247602E-01,-2.181042E-01,1.637000E+01
-1.116306E+05,1.984215E+05,-1.247603E-01,-2.181041E-01,1.638000E+01
-1.117933E+05,1.984023E+05,-1.247604E-01,-2.181040E-01,1.639000E+01
-1.119561E+05,1.983828E+05,-1.247605E-01,-2.181039E-01,1.640000E+01
-1.121188E+05,1.983631E+05,-1.247606E-01,-2.181039E-01,1.641000E+01
-1.122814E+05,1.983431E+05,-1.247608E-01,-2.181038E-01,1.642000E+01
-1.124441E+05,1.983228E+05,-1.247609E-01,-2.181037E-01,1.643000E+01
-1.126067E+05,1.983022E+05,-1.247611E-01,-2.181037E-01,1.644000E+01
-1.127692E+05,1.982814E+05,-1.247613E-01,-2.181036E-01,1.645000E+01
-1.129317E+05,1.982603E+05,-1.247615E-01,-2.181036E-01,1.646000E+01
-1.130942E+05,1.982390E+05,-1.247618E-01,-2.181036E-01,1.647000E+01
-1.132567E+05,1.982174E+05,-1.247620E-01,-2.181035E-01,1.648000E+01
-1.134191E+05,1.981955E+05,-1.247622E-01,-2.181035E-01,1.649000E+01
-1.135815E+05,1.981733E+05,-1.247625E-01,-2.181035E-01,1.650000E+01
-1.137439E+05,1.981509E+05,-1.247627E-01,-2.181035E-01,1.651000E+01
-1.139062E+05,1.981283E+05,-1.247630E-01,-2.181035E-01,1.652000E+01
-1.140684E+05,1.981053E+05,-1.247633E-01,-2.181035E-01,1.653000E+01
-1.142307E+05,1.980821E+05,-1.247636E-01,-2.181035E-01,1.654000E+01
-1.143929E+05,1.980586E+05,-1.247638E-01,-2.181035E-01,1.655000E+01
-1.145550E+05,1.980349E+05,-1.247641E-01,-2.181035E-01,1.656000E+01
-1.147172E+05,1.980109E+05,-1.247644E-01,-2.181035E-01,1.657000E+01
-1.148792E+05,1.979866E+05,-1.247647E-01,-2.181035E-01,1.658000E+01
-1.150413E+05,1.979620E+05,-1.247650E-01,-2.181035E-01,1.659000E+01
-1.152033E+05,1.979372E+05,-1.247652E-01,-2.181035E-01,1.660000E+01
-1.153652E+05,1.979121E+05,-1.247655E-01,-2.181035E-01,1.661000E+01
-1.155272E+05,1.978868E+05,-1.247658E-01,-2.181035E-01,1.662000E+01
-1.156890E+05,1.978612E+05,-1.247660E-01,-2.181035E-01,1.663000E+01
-1.158509E+05,1.978353E+05,-1.247663E-01,-2.181035E-01,1.664000E+01
-1.160127E+05,1.978092E+05,-1.247666E-01,-2.181034E-01,1.665000E+01
-1.161744E+05,1.977828E+05,-1.247668E-01,-2.181034E-01,1.666000E+01
-1.163361E+05,1.977561E+05,-1.247670E-01,-2.181034E-01,1.667000E+01
-1.164978E+05,1.977292E+05,-1.247672E-01,-2.181034E-01,1.668000E+01
-1.166594E+05,1.977020E+05,-1.247674E-01,-2.181033E-01,1.669000E+01
-1.168210E+05,1.976745E+05,-1.247676E-01,-2.181033E-01,1.670000E+01
-1.169825E+05,1.976468E+05,-1.247678E-01,-2.181033E-01,1.671000E+01
-1.171440E+05,1.976188E+05,-1.247680E-01,-2.181032E-01,1.672000E+01
-1.173054E+05,1.975905E+05,-1.247681E-01,-2.181032E-01,1.673000E+01
-1.174668E+05,1.975620E+05,-1.247683E-01,-2.181031E-01,1.674000E+01
-1.176281E+05,1.975332E+05,-1.247684E-01,-2.181030E-01,1.675000E+01
-1.177894E+05,1.975041E+05,-1.247685E-01,-2.181030E-01,1.676000E+01
-1.179507E+05,1.974748E+05,-1.247686E-01,-2.181029E-01,1.677000E+01
-1.181118E+05,1.974452E+05,-1.247687E-01,-2.181028E-01,1.678000E+01
-1.182730E+05,1.974154E+05,-1.247687E-01,-2.181027E-01,1.679000E+01
-1.184341E+05,1.973853E+05,-1.247688E-01,-2.181027E-01,1.680000E+01
-1.185951E+05,1.973549E+05,-1.247688E-01,-2.181026E-01,1.681000E+01
-1.187561E+05,1.973242E+05,-1.247688E-01,-2.181025E-01,1.682000E+01
-1.189171E+05,1.972933E+05,-1.247688E-01,-2.181024E-01,1.683000E+01
-1.190780E+05,1.972621E+05,-1.247688E-01,-2.181023E-01,1.684000E+01
-1.192388E+05,1.972307E+05,-1.247688E-01,-2.181023E-01,1.685000E+01
-1.193996E+05,1.971990E+05,-1.247687E-01,-2.181022E-01,1.686000E+01
-1.195604E+05,1.971670E+05,-1.247686E-01,-2.181021E-01,1.687000E+01
-1.197211E+05,1.971348E+05,-1.247686E-01,-2.181020E-01,1.688000E+01
-1.198817E+05,1.971023E+05,-1.247685E-01,-2.181019E-01,1.689000E+01
-1.200423E+05,1.970696E+05,-1.247684E-01,-2.181019E-01,1.690000E+01
-1.202028E+05,1.970365E+05,-1.247682E-01,-2.181018E-01,1.691000E+01
-1.203633E+05,1.970033E+05,-1.247681E-01,-2.181017E-01,1.692000E+01
-1.205237E+05,1.969697E+05,-1.247679E-01,-2.181017E-01,1.693000E+01
-1.206841E+05,1.969359E+05,-1.247678E-01,-2.181016E-01,1.694000E+01
-1.208444E+05,1.969018E+05,-1.247676E-01,-2.181016E-01,1.695000E+01
-1.210046E+05,1.968675E+05,-1.247674E-01,-2.181015E-01,1.696000E+01
-1.211648E+05,1.968329E+05,-1.247672E-01,-2.181015E-01,1.697000E+01
-1.213249E+05,1.967980E+05,-1.247671E-01,-2.181014E-01,1.698000E+01
-1.214850E+05,1.967629E+05,-1.247669E-01,-2.181014E-01,1.699000E+01
-1.216451E+05,1.967275E+05,-1.247666E-01,-2.181014E-01,1.700000E+01
-1.218050E+05,1.966919E+05,-1.247664E-01,-2.181013E-01,1.701000E+01
-1.219649E+05,1.966559E+05,-1.247662E-01,-2.181013E-01,1.702000E+01
-1.221248E+05,1.966198E+05,-1.247660E-01,-2.181013E-01,1.703000E+01
-1.222846E+05,1.965833E+05,-1.247658E-01,-2.181013E-01,1.704000E+01
-1.224443E+05,1.965466E+05,-1.247655E-01,-2.181013E-01,1.705000E+01
-1.226039E+05,1.965097E+05,-1.247653E-01,-2.181012E-01,1.706000E+01
-1.227636E+05,1.964724E+05,-1.247651E-01,-2.181012E-01,1.707000E+01
-1.229231E+05,1.964349E+05,-1.247649E-01,-2.181012E-01,1.708000E+01
-1.230826E+05,1.963972E+05,-1.247646E-01,-2.181012E-01,1.709000E+01
-1.232420E+05,1.963592E+05,-1.247644E-01,-2.181012E-01,1.710000E+01
-1.234014E+05,1.963209E+05,-1.247642E-01,-2.181011E-01,1.711000E+01
-1.235606E+05,1.962824E+05,-1.247640E-01,-2.181011E-01,1.712000E+01
-1.237199E+05,1.962436E+05,-1.247638E-01,-2.181011E-01,1.713000E+01
-1.238790E+05,1.962045E+05,-1.247636E-01,-2.181011E-01,1.714000E+01
-1.240381E+05,1.961652E+05,-1.247634E-01,-2.181011E-01,1.715000E+01
-1.241972E+05,1.961256E+05,-1.247632E-01,-2.181010E-01,1.716000E+01
-1.243562E+05,1.960858E+05,-1.247631E-01,-2.181010E-01,1.717000E+01
-1.245151E+05,1.960457E+05,-1.247629E-01,-2.181010E-01,1.718000E+01
-1.246739E+05,1.960053E+05,-1.247628E-01,-2.181009E-01,1.719000E+01
-1.248327E+05,1.959647E+05,-1.247626E-01,-2.181009E-01,1.720000E+01
-1.249914E+05,1.959238E+05,-1.247625E-01,-2.181009E-01,1.721000E+01
-1.251500E+05,1.958827E+05,-1.247624E-01,-2.181008E-01,1.722000E+01
-1.253086E+05,1.958413E+05,-1.247623E-01,-2.181008E-01,1.723000E+01
-1.254671E+05,1.957996E+05,-1.247622E-01,-2.181007E-01,1.724000E+01
-1.256255E+05,1.957577E+05,-1.247621E-01,-2.181007E-01,1.725000E+01
-1.257839E+05,1.957155E+05,-1.247620E-01,-2.181006E-01,1.726000E+01
-1.259422E+05,1.956730E+05,-1.247619E-01,-2.181006E-01,1.727000E+01
-1.261004E+05,1.956303E+05,-1.247619E-01,-2.181005E-01,1.728000E+01
-1.262586E+05,1.955874E+05,-1.247619E-01,-2.181005E-01,1.729000E+01
-1.264167E+05,1.955441E+05,-1.247618E-01,-2.181004E-01,1.730000E+01
-1.265747E+05,1.955007E+05,-1.247618E-01,-2.181004E-01,1.731000E+01
-1.267326E+05,1.954569E+05,-1.247618E-01,-2.181003E-01,1.732000E+01
-1.268905E+05,1.954129E+05,-1.247619E-01,-2.181002E-01,1.733000E+01
-1.270483E+05,1.953686E+05,-1.247619E-01,-2.181002E-01,1.734000E+01
-1.272060E+05,1.953241E+05,-1.247619E-01,-2.181001E-01,1.735000E+01
-1.273637E+05,1.952793E+05,-1.247620E-01,-2.181001E-01,1.736000E+01
-1.275213E+05,1.952343E+05,-1.247621E-01,-2.181000E-01,1.737000E+01
-1.276788E+05,1.951890E+05,-1.247621E-01,-2.180999E-01,1.738000E+01
-1.278362E+05,1.951435E+05,-1.247622E-01,-2.180999E-01,1.739000E+01
-1.279935E+05,1.950976E+05,-1.247623E-01,-2.180998E-01,1.740000E+01
-1.281508E+05,1.950516E+05,-1.247624E-01,-2.180998E-01,1.741000E+01
-1.283080E+05,1.950052E+05,-1.247625E-01,-2.180997E-01,1.742000E+01
-1.284652E+05,1.949586E+05,-1.247627E-01,-2.180997E-01,1.743000E+01
-1.286222E+05,1.949118E+05,-1.247628E-01,-2.180996E-01,1.744000E+01
-1.287792E+05,1.948647E+05,-1.247629E-01,-2.180996E-01,1.745000E+01
-1.289361E+05,1.948173E+05,-1.247631E-01,-2.180995E-01,1.746000E+01
-1.290929E+05,1.947697E+05,-1.247632E-01,-2.180995E-01,1.747000E+01
-1.292496E+05,1.947218E+05,-1.247634E-01,-2.180994E-01,1.748000E+01
-1.294063E+05,1.946737E+05,-1.247636E-01,-2.180994E-01,1.749000E+01
-1.295629E+05,1.946253E+05,-1.247637E-01,-2.180994E-01,1.750000E+01
-1.297194E+05,1.945767E+05,-1.247639E-01,-2.180993E-01,1.751000E+01
-1.298758E+05,1.945278E+05,-1.247641E-01,-2.180993E-01,1.752000E+01
-1.300321E+05,1.944786E+05,-1.247643E-01,-2.180993E-01,1.753000E+01
-1.301884E+05,1.944292E+05,-1.247644E-01,-2.180992E-01,1.754000E+01
-1.303446E+05,1.943795E+05,-1.247646E-01,-2.180992E-01,1.755000E+01
-1.305007E+05,1.943296E+05,-1.247648E-01,-2.180992E-01,1.756000E+01
-1.306567E+05,1.942794E+05,-1.247650E-01,-2.180992E-01,1.757000E+01
-1.308126E+05,1.942289E+05,-1.247651E-01,-2.180991E-01,1.758000E+01
-1.309685E+05,1.941782E+05,-1.247653E-01,-2.180991E-01,1.759000E+01
-1.311242E+05,1.941273E+05,-1.247655E-01,-2.180991E-01,1.760000E+01
-1.312799E+05,1.940761E+05,-1.247656E-01,-2.180990E-01,1.761000E+01
-1.314355E+05,1.940246E+05,-1.247658E-01,-2.180990E-01,1.762000E+01
-1.315910E+05,1.939729E+05,-1.247659E-01,-2.180990E-01,1.763000E+01
-1.317465E+05,1.939209E+05,-1.247661E-01,-2.180990E-01,1.764000E+01
-1.319018E+05,1.938687E+05,-1.247662E-01,-2.180989E-01,1.765000E+01
-1.320571E+05,1.938162E+05,-1.247664E-01,-2.180989E-01,1.766000E+01
-1.322122E+05,1.937634E+05,-1.247665E-01,-2.180989E-01,1.767000E+01
-1.323673E+05,1.937104E+05,-1.247666E-01,-2.180988E-01,1.768000E+01
-1.325223E+05,1.936572E+05,-1.247667E-01,-2.180988E-01,1.769000E+01
-1.326772E+05,1.936037E+05,-1.247668E-01,-2.180988E-01,1.770000E+01
-1.328320E+05,1.935499E+05,-1.247669E-01,-2.180987E-01,1.771000E+01
-1.329868E+05,1.934959E+05,-1.247670E-01,-2.180987E-01,1.772000E+01
-1.331414E+05,1.934416E+05,-1.247671E-01,-2.180986E-01,1.773000E+01
-1.332960E+05,1.933871E+05,-1.247671E-01,-2.180986E-01,1.774000E+01
-1.334504E+05,1.933323E+05,-1.247672E-01,-2.180985E-01,1.775000E+01
-1.336048E+05,1.932773E+05,-1.247672E-01,-2.180985E-01,1.776000E+01
-1.337591E+05,1.932220E+05,-1.247672E-01,-2.180985E-01,1.777000E+01
-1.339133E+05,1.931665E+05,-1.247673E-01,-2.180984E-01,1.778000E+01
-1.340674E+05,1.931107E+05,-1.247673E-01,-2.180984E-01,1.779000E+01
-1.342214E+05,1.930546E+05,-1.247673E-01,-2.180983E-01,1.780000E+01
-1.343753E+05,1.929983E+05,-1.247673E-01,-2.180982E-01,1.781000E+01
-1.345291E+05,1.929418E+05,-1.247673E-01,-2.180982E-01,1.782000E+01
-1.346829E+05,1.928850E+05,-1.247672E-01,-2.180981E-01,1.783000E+01
-1.348365E+05,1.928279E+05,-1.247672E-01,-2.180981E-01,1.784000E+01
-1.349900E+05,1.927706E+05,-1.247671E-01,-2.180980E-01,1.785000E+01
-1.351435E+05,1.927131E+05,-1.247671E-01,-2.180980E-01,1.786000E+01
-1.352969E+05,1.926553E+05,-1.247670E-01,-2.180979E-01,1.787000E+01
-1.354501E+05,1.925972E+05,-1.247670E-01,-2.180979E-01,1.788000E+01
-1.356033E+05,1.925389E+05,-1.247669E-01,-2.180978E-01,1.789000E+01
-1.357563E+05,1.924803E+05,-1.247668E-01,-2.180978E-01,1.790000E+01
-1.359093E+05,1.924215E+05,-1.247667E-01,-2.180977E-01,1.791000E+01
-1.360622E+05,1.923625E+05,-1.247666E-01,-2.180977E-01,1.792000E+01
-1.362150E+05,1.923031E+05,-1.247665E-01,-2.180976E-01,1.793000E+01
-1.363677E+05,1.922436E+05,-1.247664E-01,-2.180976E-01,1.794000E+01
-1.365202E+05,1.921838E+05,-1.247662E-01,-2.180975E-01,1.795000E+01
-1.366727E+05,1.921237E+05,-1.247661E-01,-2.180975E-01,1.796000E+01
-1.368251E+05,1.920634E+05,-1.247660E-01,-2.180974E-01,1.797000E+01
-1.369774E+05,1.920028E+05,-1.247659E-01,-2.180974E-01,1.798000E+01
-1.371296E+05,1.919420E+05,-1.247657E-01,-2.180974E-01,1.799000E+01
-1.372817E+05,1.918809E+05,-1.247656E-01,-2.180973E-01,1.800000E+01
-1.374336E+05,1.918196E+05,-1.247655E-01,-2.180973E-01,1.801000E+01
-1.375855E+05,1.917580E+05,-1.247653E-01,-2.180972E-01,1.802000E+01
-1.377373E+05,1.916962E+05,-1.247652E-01,-2.180972E-01,1.803000E+01
-1.378890E+05,1.916341E+05,-1.247650E-01,-2.180972E-01,1.804000E+01
-1.380406E+05,1.915718E+05,-1.247649E-01,-2.180971E-01,1.805000E+01
-1.381921E+05,1.915093E+05,-1.247648E-01,-2.180971E-01,1.806000E+01
-1.383434E+05,1.914464E+05,-1.247646E-01,-2.180971E-01,1.807000E+01
-1.384947E+05,1.913834E+05,-1.247645E-01,-2.180970E-01,1.808000E+01
-1.386459E+05,1.913201E+05,-1.247643E-01,-2.180970E-01,1.809000E+01
-1.387969E+05,1.912565E+05,-1.247642E-01,-2.180970E-01,1.810000E+01
-1.389479E+05,1.911927E+05,-1.247641E-01,-2.180969E-01,1.811000E+01
-1.390987E+05,1.911287E+05,-1.247640E-01,-2.180969E-01,1.812000E+01
-1.392495E+05,1.910644E+05,-1.247639E-01,-2.180969E-01,1.813000E+01
-1.394001E+05,1.909998E+05,-1.247638E-01,-2.180968E-01,1.814000E+01
-1.395507E+05,1.909350E+05,-1.247636E-01,-2.180968E-01,1.815000E+01
-1.397011E+05,1.908700E+05,-1.247635E-01,-2.180968E-01,1.816000E+01
-1.398514E+05,1.908047E+05,-1.247635E-01,-2.180967E-01,1.817000E+01
-1.400016E+05,1.907391E+05,-1.247634E-01,-2.180967E-01,1.818000E+01
-1.401517E+05,1.906734E+05,-1.247633E-01,-2.180967E-01,1.819000E+01
-1.403017E+05,1.906073E+05,-1.247632E-01,-2.180966E-01,1.820000E+01
-1.404516E+05,1.905411E+05,-1.247632E-01,-2.180966E-01,1.821000E+01
-1.406014E+05,1.904745E+05,-1.247631E-01,-2.180966E-01,1.822000E+01
-1.407511E+05,1.904078E+05,-1.247630E-01,-2.180965E-01,1.823000E+01
-1.409006E+05,1.903408E+05,-1.247630E-01,-2.180965E-01,1.824000E+01
-1.410501E+05,1.902735E+05,-1.247630E-01,-2.180964E-01,1.825000E+01
-1.411994E+05,1.902060E+05,-1.247630E-01,-2.180964E-01,1.826000E+01
-1.413487E+05,1.901383E+05,-1.247629E-01,-2.180964E-01,1.827000E+01
-1.414978E+05,1.900703E+05,-1.247629E-01,-2.180963E-01,1.828000E+01
-1.416468E+05,1.900020E+05,-1.247629E-01,-2.180963E-01,1.829000E+01
-1.417957E+05,1.899335E+05,-1.247629E-01,-2.180962E-01,1.830000E+01
-1.419445E+05,1.898648E+05,-1.247629E-01,-2.180962E-01,1.831000E+01
-1.420931E+05,1.897958E+05,-1.247630E-01,-2.180961E-01,1.832000E+01
-1.422417E+05,1.897266E+05,-1.247630E-01,-2.180961E-01,1.833000E+01
-1.423901E+05,1.896572E+05,-1.247630E-01,-2.180960E-01,1.834000E+01
-1.425385E+05,1.895875E+05,-1.247631E-01,-2.180960E-01,1.835000E+01
-1.426867E+05,1.895175E+05,-1.247631E-01,-2.180960E-01,1.836000E+01
-1.428348E+05,1.894473E+05,-1.247632E-01,-2.180959E-01,1.837000E+01
-1.429828E+05,1.893769E+05,-1.247633E-01,-2.180959E-01,1.838000E+01
-1.431306E+05,1.893062E+05,-1.247633E-01,-2.180958E-01,1.839000E+01
-1.432784E+05,1.892353E+05,-1.247634E-01,-2.180958E-01,1.840000E+01
-1.434260E+05,1.891641E+05,-1.247635E-01,-2.180957E-01,1.841000E+01
-1.435735E+05,1.890927E+05,-1.247636E-01,-2.180957E-01,1.842000E+01
-1.437209E+05,1.890211E+05,-1.247637E-01,-2.180956E-01,1.843000E+01
-1.438682E+05,1.889492E+05,-1.247638E-01,-2.180956E-01,1.844000E+01
-1.440154E+05,1.888771E+05,-1.247639E-01,-2.180956E-01,1.845000E+01
-1.441624E+05,1.888047E+05,-1.247640E-01,-2.180955E-01,1.846000E+01
-1.443093E+05,1.887321E+05,-1.247641E-01,-2.180955E-01,1.847000E+01
-1.444562E+05,1.886592E+05,-1.247642E-01,-2.180954E-01,1.848000E+01
-1.446028E+05,1.885861E+05,-1.247643E-01,-2.180954E-01,1.849000E+01
-1.447494E+05,1.885128E+05,-1.247644E-01,-2.180954E-01,1.850000E+01
-1.448958E+05,1.884392E+05,-1.247645E-01,-2.180953E-01,1.851000E+01
-1.450422E+05,1.883654E+05,-1.247646E-01,-2.180953E-01,1.852000E+01
-1.451884E+05,1.882914E+05,-1.247647E-01,-2.180952E-01,1.853000E+01
-1.453345E+05,1.882171E+05,-1.247648E-01,-2.180952E-01,1.854000E+01
-1.454804E+05,1.881425E+05,-1.247649E-01,-2.180952E-01,1.855000E+01
-1.456263E+05,1.880678E+05,-1.247650E-01,-2.180951E-01,1.856000E+01
-1.457720E+05,1.879927E+05,-1.247651E-01,-2.180951E-01,1.857000E+01
-1.459176E+05,1.879175E+05,-1.247652E-01,-2.180951E-01,1.858000E+01
-1.460630E+05,1.878420E+05,-1.247653E-01,-2.180950E-01,1.859000E+01
-1.462084E+05,1.877663E+05,-1.247654E-01,-2.180950E-01,1.860000E+01
-1.463536E+05,1.876903E+05,-1.247655E-01,-2.180950E-01,1.861000E+01
-1.464987E+05,1.876141E+05,-1.247656E-01,-2.180949E-01,1.862000E+01
-1.466436E+05,1.875377E+05,-1.247657E-01,-2.180949E-01,1.863000E+01
-1.467885E+05,1.874610E+05,-1.247658E-01,-2.180949E-01,1.864000E+01
-1.469332E+05,1.873840E+05,-1.247659E-01,-2.180948E-01,1.865000E+01
-1.470778E+05,1.873069E+05,-1.247659E-01,-2.180948E-01,1.866000E+01
-1.472223E+05,1.872295E+05,-1.247660E-01,-2.180948E-01,1.867000E+01
-1.473666E+05,1.871519E+05,-1.247661E-01,-2.180947E-01,1.868000E+01
-1.475108E+05,1.870740E+05,-1.247661E-01,-2.180947E-01,1.869000E+01
-1.476549E+05,1.869959E+05,-1.247662E-01,-2.180946E-01,1.870000E+01
-1.477988E+05,1.869175E+05,-1.247662E-01,-2.180946E-01,1.871000E+01
-1.479427E+05,1.868390E+05,-1.247662E-01,-2.180946E-01,1.872000E+01
-1.480863E+05,1.867601E+05,-1.247663E-01,-2.180945E-01,1.873000E+01
-1.482299E+05,1.866811E+05,-1.247663E-01,-2.180945E-01,1.874000E+01
-1.483733E+05,1.866018E+05,-1.247663E-01,-2.180944E-01,1.875000E+01
-1.485166E+05,1.865223E+05,-1.247663E-01,-2.180944E-01,1.876000E+01
-1.486598E+05,1.864425E+05,-1.247663E-01,-2.180944E-01,1.877000E+01
-1.488029E+05,1.863625E+05,-1.247663E-01,-2.180943E-01,1.878000E+01
-1.489458E+05,1.862823E+05,-1.247663E-01,-2.180943E-01,1.879000E+01
